Model name,Wins,Points
ga_generation_31_nn_18.keras, 3, 362
ga_generation_31_nn_2.keras, 0, 284
ga_generation_31_nn_4.keras, 2, 357
ga_generation_31_nn_19.keras, 1, 331
ga_generation_31_nn_6.keras, 2, 317
ga_generation_31_nn_17.keras, 0, 328
ga_generation_31_nn_20.keras, 1, 372
ga_generation_32_nn_8.keras, 1, 249
ga_generation_32_nn_7.keras, 0, 286
ga_generation_32_nn_10.keras, 1, 351
ga_generation_32_nn_3.keras, 1, 356
ga_generation_32_nn_6.keras, 0, 246
ga_generation_32_nn_19.keras, 1, 325
ga_generation_32_nn_16.keras, 1, 376
ga_generation_32_nn_4.keras, 2, 307
ga_generation_32_nn_17.keras, 1, 288
ga_generation_32_nn_5.keras, 1, 221
ga_generation_32_nn_9.keras, 2, 418
ga_generation_32_nn_14.keras, 0, 311
ga_generation_32_nn_12.keras, 2, 332
ga_generation_32_nn_11.keras, 2, 387
ga_generation_32_nn_2.keras, 0, 311
ga_generation_32_nn_20.keras, 0, 316
ga_generation_32_nn_13.keras, 2, 310
ga_generation_32_nn_15.keras, 0, 274
ga_generation_32_nn_18.keras, 2, 351
ga_generation_32_nn_1.keras, 1, 384
ga_generation_33_nn_11.keras, 0, 342
ga_generation_33_nn_12.keras, 2, 353
ga_generation_33_nn_9.keras, 2, 370
ga_generation_33_nn_13.keras, 3, 337
ga_generation_33_nn_8.keras, 0, 323
ga_generation_33_nn_2.keras, 0, 288
ga_generation_33_nn_20.keras, 1, 269
ga_generation_33_nn_5.keras, 0, 245
ga_generation_33_nn_3.keras, 1, 293
ga_generation_33_nn_6.keras, 2, 374
ga_generation_33_nn_18.keras, 2, 307
ga_generation_33_nn_16.keras, 1, 354
ga_generation_33_nn_7.keras, 1, 246
ga_generation_33_nn_15.keras, 1, 281
ga_generation_33_nn_1.keras, 1, 293
ga_generation_33_nn_17.keras, 4, 424
ga_generation_33_nn_14.keras, 1, 277
ga_generation_33_nn_19.keras, 3, 367
ga_generation_33_nn_4.keras, 0, 215
ga_generation_33_nn_10.keras, 1, 300
ga_generation_34_nn_19.keras, 3, 367
ga_generation_34_nn_15.keras, 1, 294
ga_generation_34_nn_4.keras, 1, 288
ga_generation_34_nn_6.keras, 0, 289
ga_generation_34_nn_3.keras, 2, 363
ga_generation_34_nn_14.keras, 1, 289
ga_generation_34_nn_1.keras, 2, 315
ga_generation_34_nn_11.keras, 3, 398
ga_generation_34_nn_12.keras, 2, 347
ga_generation_34_nn_9.keras, 2, 300
ga_generation_34_nn_18.keras, 0, 274
ga_generation_34_nn_2.keras, 0, 282
ga_generation_34_nn_20.keras, 1, 232
ga_generation_34_nn_5.keras, 0, 299
ga_generation_34_nn_8.keras, 1, 339
ga_generation_34_nn_10.keras, 2, 314
ga_generation_34_nn_16.keras, 0, 316
ga_generation_34_nn_17.keras, 0, 380
ga_generation_34_nn_13.keras, 0, 316
ga_generation_34_nn_7.keras, 2, 318
ga_generation_35_nn_2.keras, 2, 377
ga_generation_35_nn_9.keras, 0, 297
ga_generation_35_nn_10.keras, 1, 377
ga_generation_35_nn_16.keras, 0, 372
ga_generation_35_nn_1.keras, 0, 321
ga_generation_35_nn_20.keras, 0, 253
ga_generation_35_nn_8.keras, 1, 271
ga_generation_35_nn_18.keras, 0, 282
ga_generation_35_nn_11.keras, 2, 331
ga_generation_35_nn_19.keras, 1, 328
ga_generation_35_nn_4.keras, 1, 299
ga_generation_35_nn_5.keras, 0, 309
ga_generation_35_nn_12.keras, 1, 322
ga_generation_35_nn_7.keras, 0, 278
ga_generation_35_nn_14.keras, 1, 297
ga_generation_35_nn_13.keras, 0, 253
ga_generation_35_nn_6.keras, 0, 212
ga_generation_35_nn_3.keras, 4, 453
ga_generation_35_nn_15.keras, 3, 407
ga_generation_35_nn_17.keras, 3, 372
ga_generation_36_nn_13.keras, 4, 405
ga_generation_36_nn_5.keras, 1, 354
ga_generation_36_nn_8.keras, 0, 219
ga_generation_36_nn_20.keras, 2, 306
ga_generation_36_nn_17.keras, 0, 284
ga_generation_36_nn_4.keras, 1, 365
ga_generation_36_nn_14.keras, 1, 255
ga_generation_36_nn_15.keras, 0, 349
ga_generation_36_nn_6.keras, 1, 319
ga_generation_36_nn_16.keras, 0, 237
ga_generation_36_nn_9.keras, 2, 351
ga_generation_36_nn_7.keras, 2, 308
ga_generation_36_nn_2.keras, 3, 390
ga_generation_36_nn_12.keras, 1, 371
ga_generation_36_nn_19.keras, 1, 321
ga_generation_36_nn_10.keras, 0, 305
ga_generation_36_nn_3.keras, 1, 335
ga_generation_36_nn_18.keras, 1, 324
ga_generation_36_nn_1.keras, 0, 276
ga_generation_36_nn_11.keras, 2, 347
ga_generation_37_nn_11.keras, 0, 314
ga_generation_37_nn_8.keras, 1, 315
ga_generation_37_nn_15.keras, 2, 339
ga_generation_37_nn_1.keras, 1, 252
ga_generation_37_nn_18.keras, 1, 297
ga_generation_37_nn_7.keras, 1, 351
ga_generation_37_nn_3.keras, 0, 276
ga_generation_37_nn_19.keras, 1, 256
ga_generation_37_nn_6.keras, 0, 302
ga_generation_37_nn_16.keras, 0, 255
ga_generation_37_nn_2.keras, 1, 296
ga_generation_37_nn_10.keras, 1, 304
ga_generation_37_nn_17.keras, 0, 200
ga_generation_37_nn_14.keras, 1, 282
ga_generation_37_nn_12.keras, 1, 330
ga_generation_37_nn_20.keras, 2, 319
ga_generation_37_nn_4.keras, 1, 317
ga_generation_37_nn_5.keras, 2, 352
ga_generation_37_nn_13.keras, 1, 295
ga_generation_37_nn_9.keras, 0, 286
ga_generation_38_nn_19.keras, 2, 398
ga_generation_38_nn_13.keras, 0, 312
ga_generation_38_nn_14.keras, 2, 393
ga_generation_38_nn_18.keras, 2, 324
ga_generation_38_nn_10.keras, 0, 196
ga_generation_38_nn_16.keras, 3, 371
ga_generation_38_nn_17.keras, 1, 258
ga_generation_38_nn_12.keras, 1, 338
ga_generation_38_nn_5.keras, 2, 431
ga_generation_38_nn_2.keras, 2, 352
ga_generation_38_nn_8.keras, 1, 363
ga_generation_38_nn_3.keras, 1, 349
ga_generation_38_nn_9.keras, 0, 335
ga_generation_38_nn_4.keras, 2, 299
ga_generation_38_nn_6.keras, 0, 316
ga_generation_38_nn_20.keras, 2, 392
ga_generation_38_nn_1.keras, 0, 277
ga_generation_38_nn_11.keras, 0, 285
ga_generation_38_nn_15.keras, 1, 262
ga_generation_38_nn_7.keras, 2, 310
ga_generation_39_nn_15.keras, 3, 423
ga_generation_39_nn_11.keras, 2, 385
ga_generation_39_nn_20.keras, 2, 331
ga_generation_39_nn_4.keras, 1, 259
ga_generation_39_nn_14.keras, 0, 282
ga_generation_39_nn_12.keras, 3, 345
ga_generation_39_nn_1.keras, 2, 387
ga_generation_39_nn_7.keras, 0, 302
ga_generation_39_nn_19.keras, 0, 310
ga_generation_39_nn_16.keras, 0, 314
ga_generation_39_nn_5.keras, 2, 346
ga_generation_39_nn_3.keras, 2, 359
ga_generation_39_nn_2.keras, 4, 408
ga_generation_39_nn_17.keras, 1, 267
ga_generation_39_nn_9.keras, 3, 350
ga_generation_39_nn_10.keras, 1, 272
ga_generation_39_nn_18.keras, 2, 363
ga_generation_39_nn_8.keras, 1, 399
ga_generation_39_nn_6.keras, 1, 273
ga_generation_39_nn_13.keras, 2, 342
ga_generation_40_nn_9.keras, 0, 308
ga_generation_40_nn_19.keras, 0, 284
ga_generation_40_nn_8.keras, 1, 284
ga_generation_40_nn_12.keras, 0, 298
ga_generation_40_nn_20.keras, 2, 282
ga_generation_40_nn_4.keras, 2, 314
ga_generation_40_nn_14.keras, 0, 292
ga_generation_40_nn_17.keras, 1, 292
ga_generation_40_nn_13.keras, 1, 335
ga_generation_40_nn_11.keras, 0, 246
ga_generation_40_nn_7.keras, 0, 285
ga_generation_40_nn_16.keras, 0, 298
ga_generation_40_nn_5.keras, 1, 346
ga_generation_40_nn_6.keras, 0, 247
ga_generation_40_nn_2.keras, 1, 249
ga_generation_40_nn_15.keras, 0, 309
ga_generation_40_nn_18.keras, 1, 319
ga_generation_40_nn_1.keras, 0, 244
ga_generation_40_nn_3.keras, 0, 200
ga_generation_40_nn_10.keras, 0, 284
ga_generation_41_nn_12.keras, 0, 306
ga_generation_41_nn_2.keras, 1, 355
ga_generation_41_nn_3.keras, 5, 418
ga_generation_41_nn_11.keras, 2, 389
ga_generation_41_nn_8.keras, 0, 255
ga_generation_41_nn_10.keras, 0, 299
ga_generation_41_nn_19.keras, 0, 307
ga_generation_41_nn_15.keras, 1, 299
ga_generation_41_nn_7.keras, 2, 366
ga_generation_41_nn_13.keras, 1, 289
ga_generation_41_nn_18.keras, 1, 262
ga_generation_41_nn_1.keras, 0, 226
ga_generation_41_nn_6.keras, 1, 283
ga_generation_41_nn_5.keras, 0, 260
ga_generation_41_nn_17.keras, 2, 322
ga_generation_41_nn_20.keras, 1, 298
ga_generation_41_nn_9.keras, 1, 258
ga_generation_41_nn_4.keras, 1, 250
ga_generation_41_nn_16.keras, 2, 402
ga_generation_41_nn_14.keras, 0, 290
ga_generation_42_nn_3.keras, 1, 358
ga_generation_42_nn_4.keras, 0, 211
ga_generation_42_nn_13.keras, 0, 297
ga_generation_42_nn_15.keras, 1, 253
ga_generation_42_nn_14.keras, 2, 346
ga_generation_42_nn_12.keras, 2, 299
ga_generation_42_nn_18.keras, 0, 296
ga_generation_42_nn_7.keras, 1, 372
ga_generation_42_nn_8.keras, 2, 309
ga_generation_42_nn_6.keras, 1, 359
ga_generation_42_nn_2.keras, 1, 366
ga_generation_42_nn_19.keras, 0, 312
ga_generation_42_nn_16.keras, 1, 374
ga_generation_42_nn_17.keras, 1, 294
ga_generation_42_nn_10.keras, 2, 342
ga_generation_42_nn_5.keras, 3, 426
ga_generation_42_nn_9.keras, 2, 318
ga_generation_42_nn_1.keras, 2, 364
ga_generation_42_nn_11.keras, 1, 322
ga_generation_42_nn_20.keras, 2, 305
ga_generation_43_nn_5.keras, 2, 379
ga_generation_43_nn_8.keras, 0, 267
ga_generation_43_nn_10.keras, 0, 280
ga_generation_43_nn_16.keras, 0, 255
ga_generation_43_nn_13.keras, 1, 371
ga_generation_43_nn_1.keras, 1, 291
ga_generation_43_nn_7.keras, 0, 307
ga_generation_43_nn_19.keras, 1, 284
ga_generation_43_nn_14.keras, 2, 368
ga_generation_43_nn_6.keras, 1, 317
ga_generation_43_nn_17.keras, 1, 310
ga_generation_43_nn_9.keras, 0, 281
ga_generation_43_nn_20.keras, 1, 287
ga_generation_43_nn_15.keras, 1, 243
ga_generation_43_nn_2.keras, 0, 262
ga_generation_43_nn_3.keras, 0, 329
ga_generation_43_nn_4.keras, 1, 258
ga_generation_43_nn_12.keras, 1, 306
ga_generation_43_nn_18.keras, 0, 239
ga_generation_43_nn_11.keras, 2, 352
ga_generation_44_nn_4.keras, 3, 418
ga_generation_44_nn_2.keras, 1, 349
ga_generation_44_nn_20.keras, 2, 355
ga_generation_44_nn_14.keras, 3, 407
ga_generation_44_nn_11.keras, 0, 226
ga_generation_44_nn_9.keras, 1, 302
ga_generation_44_nn_5.keras, 0, 309
ga_generation_44_nn_1.keras, 2, 298
ga_generation_44_nn_10.keras, 0, 258
ga_generation_44_nn_6.keras, 1, 325
ga_generation_44_nn_3.keras, 1, 236
ga_generation_44_nn_8.keras, 4, 433
ga_generation_44_nn_16.keras, 0, 201
ga_generation_44_nn_19.keras, 0, 246
ga_generation_44_nn_7.keras, 1, 324
ga_generation_44_nn_12.keras, 0, 274
ga_generation_44_nn_17.keras, 1, 290
ga_generation_44_nn_15.keras, 2, 410
ga_generation_44_nn_13.keras, 1, 295
ga_generation_44_nn_18.keras, 0, 233
ga_generation_45_nn_19.keras, 1, 293
ga_generation_45_nn_14.keras, 0, 270
ga_generation_45_nn_20.keras, 2, 381
ga_generation_45_nn_4.keras, 0, 283
ga_generation_45_nn_10.keras, 1, 350
ga_generation_45_nn_18.keras, 1, 257
ga_generation_45_nn_11.keras, 1, 306
ga_generation_45_nn_2.keras, 1, 301
ga_generation_45_nn_5.keras, 3, 407
ga_generation_45_nn_12.keras, 2, 355
ga_generation_45_nn_7.keras, 1, 284
ga_generation_45_nn_8.keras, 1, 280
ga_generation_45_nn_17.keras, 1, 270
ga_generation_45_nn_6.keras, 1, 316
ga_generation_45_nn_16.keras, 0, 265
ga_generation_45_nn_13.keras, 0, 284
ga_generation_45_nn_3.keras, 1, 318
ga_generation_45_nn_9.keras, 1, 346
ga_generation_45_nn_15.keras, 0, 260
ga_generation_45_nn_1.keras, 2, 386
ga_generation_46_nn_5.keras, 3, 389
ga_generation_46_nn_19.keras, 1, 346
ga_generation_46_nn_4.keras, 1, 290
ga_generation_46_nn_11.keras, 0, 279
ga_generation_46_nn_16.keras, 4, 427
ga_generation_46_nn_6.keras, 2, 396
ga_generation_46_nn_8.keras, 1, 318
ga_generation_46_nn_17.keras, 2, 375
ga_generation_46_nn_12.keras, 1, 275
ga_generation_46_nn_2.keras, 1, 312
ga_generation_46_nn_9.keras, 2, 351
ga_generation_46_nn_7.keras, 1, 348
ga_generation_46_nn_18.keras, 0, 293
ga_generation_46_nn_14.keras, 1, 292
ga_generation_46_nn_13.keras, 1, 298
ga_generation_46_nn_10.keras, 1, 324
ga_generation_46_nn_20.keras, 1, 355
ga_generation_46_nn_1.keras, 1, 331
ga_generation_46_nn_15.keras, 0, 222
ga_generation_46_nn_3.keras, 0, 346
ga_generation_47_nn_20.keras, 2, 348
ga_generation_47_nn_6.keras, 2, 392
ga_generation_47_nn_13.keras, 1, 367
ga_generation_47_nn_7.keras, 1, 340
ga_generation_47_nn_15.keras, 0, 241
ga_generation_47_nn_18.keras, 3, 338
ga_generation_47_nn_17.keras, 2, 426
ga_generation_47_nn_10.keras, 2, 359
ga_generation_47_nn_3.keras, 0, 259
ga_generation_47_nn_19.keras, 1, 314
ga_generation_47_nn_8.keras, 1, 299
ga_generation_47_nn_5.keras, 1, 242
ga_generation_47_nn_4.keras, 2, 330
ga_generation_47_nn_1.keras, 1, 307
ga_generation_47_nn_16.keras, 0, 244
ga_generation_47_nn_12.keras, 1, 286
ga_generation_47_nn_14.keras, 1, 345
ga_generation_47_nn_11.keras, 3, 370
ga_generation_47_nn_2.keras, 0, 234
ga_generation_47_nn_9.keras, 0, 244
ga_generation_48_nn_12.keras, 0, 248
ga_generation_48_nn_9.keras, 0, 309
ga_generation_48_nn_14.keras, 0, 346
ga_generation_48_nn_16.keras, 2, 349
ga_generation_48_nn_2.keras, 0, 302
ga_generation_48_nn_6.keras, 0, 295
ga_generation_48_nn_15.keras, 1, 352
ga_generation_48_nn_4.keras, 0, 185
ga_generation_48_nn_1.keras, 1, 309
ga_generation_48_nn_11.keras, 0, 291
ga_generation_48_nn_18.keras, 1, 361
ga_generation_48_nn_7.keras, 1, 252
ga_generation_48_nn_13.keras, 2, 338
ga_generation_48_nn_10.keras, 2, 280
ga_generation_48_nn_19.keras, 2, 377
ga_generation_48_nn_5.keras, 0, 282
ga_generation_48_nn_8.keras, 2, 361
ga_generation_48_nn_20.keras, 1, 323
ga_generation_48_nn_17.keras, 1, 327
ga_generation_48_nn_3.keras, 2, 255
ga_generation_49_nn_4.keras, 2, 333
ga_generation_49_nn_3.keras, 2, 318
ga_generation_49_nn_2.keras, 2, 350
ga_generation_49_nn_10.keras, 0, 288
ga_generation_49_nn_7.keras, 0, 263
ga_generation_49_nn_16.keras, 0, 299
ga_generation_49_nn_14.keras, 0, 269
ga_generation_49_nn_13.keras, 2, 388
ga_generation_49_nn_6.keras, 2, 357
ga_generation_49_nn_11.keras, 2, 408
ga_generation_49_nn_18.keras, 2, 321
ga_generation_49_nn_1.keras, 1, 296
ga_generation_49_nn_17.keras, 1, 247
ga_generation_49_nn_9.keras, 0, 289
ga_generation_49_nn_12.keras, 0, 269
ga_generation_49_nn_19.keras, 2, 370
ga_generation_49_nn_20.keras, 2, 388
ga_generation_49_nn_5.keras, 1, 324
ga_generation_49_nn_15.keras, 2, 297
ga_generation_49_nn_8.keras, 1, 297
ga_generation_50_nn_8.keras, 1, 226
ga_generation_50_nn_2.keras, 2, 289
ga_generation_50_nn_11.keras, 1, 356
ga_generation_50_nn_7.keras, 1, 265
ga_generation_50_nn_12.keras, 2, 307
ga_generation_50_nn_9.keras, 0, 230
ga_generation_50_nn_19.keras, 4, 361
ga_generation_50_nn_18.keras, 1, 329
ga_generation_50_nn_17.keras, 0, 330
ga_generation_50_nn_15.keras, 1, 355
ga_generation_50_nn_14.keras, 1, 261
ga_generation_50_nn_6.keras, 2, 330
ga_generation_50_nn_3.keras, 0, 301
ga_generation_50_nn_4.keras, 2, 392
ga_generation_50_nn_1.keras, 1, 269
ga_generation_50_nn_16.keras, 0, 247
ga_generation_50_nn_5.keras, 0, 255
ga_generation_50_nn_10.keras, 2, 369
ga_generation_50_nn_13.keras, 2, 318
ga_generation_50_nn_20.keras, 1, 300
ga_generation_51_nn_16.keras, 1, 339
ga_generation_51_nn_1.keras, 0, 204
ga_generation_51_nn_5.keras, 0, 255
ga_generation_51_nn_4.keras, 5, 479
ga_generation_51_nn_15.keras, 2, 309
ga_generation_51_nn_2.keras, 1, 349
ga_generation_51_nn_8.keras, 0, 330
ga_generation_51_nn_20.keras, 0, 300
ga_generation_51_nn_14.keras, 0, 274
ga_generation_51_nn_11.keras, 0, 327
ga_generation_51_nn_7.keras, 1, 344
ga_generation_51_nn_9.keras, 2, 394
ga_generation_51_nn_18.keras, 3, 436
ga_generation_51_nn_10.keras, 0, 319
ga_generation_51_nn_13.keras, 0, 272
ga_generation_51_nn_12.keras, 0, 348
ga_generation_51_nn_17.keras, 2, 447
ga_generation_51_nn_3.keras, 0, 294
ga_generation_51_nn_19.keras, 1, 338
ga_generation_51_nn_6.keras, 1, 262
ga_generation_52_nn_14.keras, 1, 293
ga_generation_52_nn_20.keras, 2, 360
ga_generation_52_nn_19.keras, 1, 294
ga_generation_52_nn_3.keras, 3, 417
ga_generation_52_nn_1.keras, 1, 300
ga_generation_52_nn_7.keras, 2, 329
ga_generation_52_nn_16.keras, 0, 266
ga_generation_52_nn_6.keras, 0, 271
ga_generation_52_nn_13.keras, 2, 351
ga_generation_52_nn_2.keras, 1, 322
ga_generation_52_nn_15.keras, 2, 394
ga_generation_52_nn_12.keras, 3, 301
ga_generation_52_nn_4.keras, 1, 355
ga_generation_52_nn_8.keras, 0, 335
ga_generation_52_nn_11.keras, 1, 282
ga_generation_52_nn_17.keras, 1, 329
ga_generation_52_nn_5.keras, 1, 285
ga_generation_52_nn_18.keras, 1, 358
ga_generation_52_nn_9.keras, 0, 310
ga_generation_52_nn_10.keras, 1, 301
ga_generation_53_nn_19.keras, 3, 370
ga_generation_53_nn_12.keras, 1, 307
ga_generation_53_nn_9.keras, 1, 265
ga_generation_53_nn_17.keras, 0, 309
ga_generation_53_nn_18.keras, 1, 334
ga_generation_53_nn_11.keras, 2, 350
ga_generation_53_nn_4.keras, 1, 336
ga_generation_53_nn_1.keras, 0, 306
ga_generation_53_nn_5.keras, 1, 257
ga_generation_53_nn_16.keras, 2, 360
ga_generation_53_nn_15.keras, 1, 307
ga_generation_53_nn_6.keras, 0, 310
ga_generation_53_nn_2.keras, 0, 256
ga_generation_53_nn_20.keras, 1, 364
ga_generation_53_nn_10.keras, 1, 272
ga_generation_53_nn_7.keras, 0, 266
ga_generation_53_nn_3.keras, 0, 225
ga_generation_53_nn_13.keras, 0, 321
ga_generation_53_nn_8.keras, 2, 379
ga_generation_53_nn_14.keras, 0, 224
ga_generation_54_nn_6.keras, 0, 320
ga_generation_54_nn_1.keras, 2, 389
ga_generation_54_nn_17.keras, 1, 285
ga_generation_54_nn_5.keras, 1, 344
ga_generation_54_nn_15.keras, 1, 340
ga_generation_54_nn_20.keras, 0, 332
ga_generation_54_nn_19.keras, 0, 273
ga_generation_54_nn_14.keras, 1, 335
ga_generation_54_nn_13.keras, 0, 308
ga_generation_54_nn_11.keras, 2, 437
ga_generation_54_nn_7.keras, 0, 260
ga_generation_54_nn_2.keras, 0, 302
ga_generation_54_nn_18.keras, 0, 315
ga_generation_54_nn_8.keras, 1, 316
ga_generation_54_nn_3.keras, 2, 312
ga_generation_54_nn_9.keras, 0, 207
ga_generation_54_nn_4.keras, 2, 344
ga_generation_54_nn_16.keras, 0, 284
ga_generation_54_nn_10.keras, 2, 333
ga_generation_54_nn_12.keras, 1, 311
ga_generation_55_nn_3.keras, 2, 373
ga_generation_55_nn_1.keras, 1, 298
ga_generation_55_nn_2.keras, 1, 341
ga_generation_55_nn_19.keras, 4, 471
ga_generation_55_nn_5.keras, 2, 354
ga_generation_55_nn_15.keras, 2, 343
ga_generation_55_nn_20.keras, 1, 297
ga_generation_55_nn_7.keras, 0, 291
ga_generation_55_nn_18.keras, 0, 299
ga_generation_55_nn_11.keras, 0, 295
ga_generation_55_nn_8.keras, 1, 334
ga_generation_55_nn_13.keras, 1, 293
ga_generation_55_nn_6.keras, 0, 297
ga_generation_55_nn_17.keras, 1, 267
ga_generation_55_nn_16.keras, 0, 320
ga_generation_55_nn_12.keras, 0, 262
ga_generation_55_nn_10.keras, 0, 281
ga_generation_55_nn_14.keras, 1, 335
ga_generation_55_nn_9.keras, 0, 341
ga_generation_55_nn_4.keras, 0, 224
ga_generation_56_nn_4.keras, 2, 362
ga_generation_56_nn_14.keras, 0, 235
ga_generation_56_nn_13.keras, 0, 265
ga_generation_56_nn_20.keras, 0, 327
ga_generation_56_nn_15.keras, 2, 355
ga_generation_56_nn_1.keras, 1, 274
ga_generation_56_nn_3.keras, 1, 369
ga_generation_56_nn_17.keras, 3, 311
ga_generation_56_nn_11.keras, 1, 387
ga_generation_56_nn_7.keras, 1, 315
ga_generation_56_nn_6.keras, 2, 341
ga_generation_56_nn_18.keras, 0, 341
ga_generation_56_nn_10.keras, 1, 360
ga_generation_56_nn_19.keras, 1, 362
ga_generation_56_nn_5.keras, 0, 250
ga_generation_56_nn_2.keras, 2, 339
ga_generation_56_nn_9.keras, 0, 300
ga_generation_56_nn_8.keras, 0, 248
ga_generation_56_nn_12.keras, 3, 353
ga_generation_56_nn_16.keras, 1, 347
ga_generation_57_nn_14.keras, 1, 350
ga_generation_57_nn_4.keras, 0, 317
ga_generation_57_nn_7.keras, 1, 321
ga_generation_57_nn_19.keras, 3, 413
ga_generation_57_nn_17.keras, 0, 266
ga_generation_57_nn_6.keras, 1, 295
ga_generation_57_nn_12.keras, 1, 341
ga_generation_57_nn_18.keras, 2, 311
ga_generation_57_nn_1.keras, 1, 340
ga_generation_57_nn_8.keras, 1, 298
ga_generation_57_nn_3.keras, 1, 272
ga_generation_57_nn_11.keras, 0, 254
ga_generation_57_nn_9.keras, 2, 366
ga_generation_57_nn_10.keras, 3, 398
ga_generation_57_nn_15.keras, 1, 368
ga_generation_57_nn_5.keras, 2, 325
ga_generation_57_nn_13.keras, 1, 388
ga_generation_57_nn_2.keras, 3, 470
ga_generation_57_nn_16.keras, 1, 352
ga_generation_57_nn_20.keras, 1, 338
ga_generation_58_nn_6.keras, 0, 248
ga_generation_58_nn_7.keras, 1, 318
ga_generation_58_nn_1.keras, 1, 342
ga_generation_58_nn_19.keras, 1, 347
ga_generation_58_nn_18.keras, 2, 387
ga_generation_58_nn_4.keras, 0, 349
ga_generation_58_nn_5.keras, 1, 271
ga_generation_58_nn_11.keras, 0, 322
ga_generation_58_nn_20.keras, 1, 275
ga_generation_58_nn_14.keras, 0, 296
ga_generation_58_nn_10.keras, 3, 370
ga_generation_58_nn_17.keras, 2, 326
ga_generation_58_nn_9.keras, 3, 427
ga_generation_58_nn_3.keras, 2, 418
ga_generation_58_nn_16.keras, 0, 267
ga_generation_58_nn_13.keras, 1, 390
ga_generation_58_nn_15.keras, 2, 331
ga_generation_58_nn_12.keras, 1, 266
ga_generation_58_nn_8.keras, 1, 334
ga_generation_58_nn_2.keras, 1, 352
ga_generation_59_nn_20.keras, 0, 252
ga_generation_59_nn_5.keras, 0, 287
ga_generation_59_nn_7.keras, 0, 268
ga_generation_59_nn_18.keras, 3, 387
ga_generation_59_nn_17.keras, 1, 334
ga_generation_59_nn_15.keras, 3, 391
ga_generation_59_nn_2.keras, 0, 288
ga_generation_59_nn_9.keras, 0, 318
ga_generation_59_nn_14.keras, 2, 351
ga_generation_59_nn_4.keras, 0, 270
ga_generation_59_nn_8.keras, 1, 345
ga_generation_59_nn_13.keras, 1, 284
ga_generation_59_nn_19.keras, 1, 313
ga_generation_59_nn_6.keras, 1, 320
ga_generation_59_nn_11.keras, 1, 338
ga_generation_59_nn_10.keras, 4, 402
ga_generation_59_nn_16.keras, 1, 337
ga_generation_59_nn_12.keras, 0, 294
ga_generation_59_nn_3.keras, 1, 302
ga_generation_59_nn_1.keras, 0, 278
ga_generation_60_nn_7.keras, 1, 264
ga_generation_60_nn_19.keras, 3, 329
ga_generation_60_nn_11.keras, 1, 379
ga_generation_60_nn_9.keras, 0, 285
ga_generation_60_nn_18.keras, 2, 297
ga_generation_60_nn_2.keras, 0, 263
ga_generation_60_nn_20.keras, 0, 310
ga_generation_60_nn_12.keras, 4, 415
ga_generation_60_nn_10.keras, 1, 276
ga_generation_60_nn_5.keras, 0, 264
ga_generation_60_nn_13.keras, 1, 305
ga_generation_60_nn_6.keras, 1, 280
ga_generation_60_nn_4.keras, 1, 293
ga_generation_60_nn_3.keras, 0, 232
ga_generation_60_nn_16.keras, 2, 400
ga_generation_60_nn_14.keras, 0, 299
ga_generation_60_nn_8.keras, 1, 300
ga_generation_60_nn_17.keras, 2, 360
ga_generation_60_nn_1.keras, 1, 346
ga_generation_60_nn_15.keras, 2, 399
ga_generation_61_nn_2.keras, 0, 336
ga_generation_61_nn_12.keras, 0, 353
ga_generation_61_nn_8.keras, 0, 292
ga_generation_61_nn_19.keras, 0, 266
ga_generation_61_nn_20.keras, 0, 302
ga_generation_61_nn_5.keras, 0, 214
ga_generation_61_nn_11.keras, 2, 317
ga_generation_61_nn_17.keras, 4, 415
ga_generation_61_nn_15.keras, 0, 242
ga_generation_61_nn_10.keras, 1, 250
ga_generation_61_nn_6.keras, 1, 369
ga_generation_61_nn_13.keras, 0, 289
ga_generation_61_nn_4.keras, 1, 355
ga_generation_61_nn_7.keras, 2, 379
ga_generation_61_nn_3.keras, 3, 400
ga_generation_61_nn_1.keras, 2, 366
ga_generation_61_nn_18.keras, 1, 329
ga_generation_61_nn_14.keras, 1, 331
ga_generation_61_nn_16.keras, 1, 243
ga_generation_61_nn_9.keras, 2, 349
ga_generation_62_nn_1.keras, 0, 234
ga_generation_62_nn_11.keras, 0, 239
ga_generation_62_nn_4.keras, 0, 286
ga_generation_62_nn_10.keras, 1, 285
ga_generation_62_nn_17.keras, 1, 356
ga_generation_62_nn_3.keras, 2, 331
ga_generation_62_nn_19.keras, 0, 347
ga_generation_62_nn_14.keras, 2, 385
ga_generation_62_nn_18.keras, 1, 293
ga_generation_62_nn_8.keras, 2, 337
ga_generation_62_nn_2.keras, 3, 375
ga_generation_62_nn_15.keras, 3, 434
ga_generation_62_nn_20.keras, 2, 372
ga_generation_62_nn_16.keras, 3, 439
ga_generation_62_nn_5.keras, 2, 309
ga_generation_62_nn_12.keras, 2, 296
ga_generation_62_nn_9.keras, 0, 333
ga_generation_62_nn_13.keras, 1, 327
ga_generation_62_nn_7.keras, 2, 377
ga_generation_62_nn_6.keras, 1, 328
ga_generation_63_nn_6.keras, 1, 333
ga_generation_63_nn_18.keras, 1, 352
ga_generation_63_nn_10.keras, 1, 361
ga_generation_63_nn_16.keras, 0, 273
ga_generation_63_nn_17.keras, 0, 323
ga_generation_63_nn_14.keras, 0, 286
ga_generation_63_nn_15.keras, 2, 349
ga_generation_63_nn_7.keras, 0, 316
