Model name,Parent model 1,Parent model 2,Crossover ratio,Crossover function,Mutation ratio,Mutation function
'ga_generation_19_nn_12', 'ga_generation_18_nn_27.keras', 'ga_generation_18_nn_29.keras', '0.9819819819819819', '__arithmetic_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_13', 'ga_generation_18_nn_27.keras', 'ga_generation_18_nn_29.keras', '0.9819819819819819', '__multi_point_crossover', '0.018018018018018018', '__displacement_inversion_mutation'
'ga_generation_19_nn_14', 'ga_generation_18_nn_27.keras', 'ga_generation_18_nn_29.keras', '0.9819819819819819', '__multi_point_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_15', 'ga_generation_18_nn_11.keras', 'ga_generation_18_nn_15.keras', '0.9819819819819819', '__multivariate_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_16', 'ga_generation_18_nn_11.keras', 'ga_generation_18_nn_15.keras', '0.9819819819819819', '__multivariate_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_17', 'ga_generation_18_nn_15.keras', 'ga_generation_18_nn_20.keras', '0.9819819819819819', '__multi_point_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_18', 'ga_generation_18_nn_15.keras', 'ga_generation_18_nn_20.keras', '0.9819819819819819', '__multi_point_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_19', 'ga_generation_18_nn_15.keras', 'ga_generation_17_nn_12.keras', '0.9819819819819819', '__multi_point_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_20', 'ga_generation_18_nn_15.keras', 'ga_generation_17_nn_12.keras', '0.9819819819819819', '__multi_point_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_21', 'ga_generation_18_nn_15.keras', 'ga_generation_18_nn_20.keras', '0.9819819819819819', '__uniform_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_22', 'ga_generation_18_nn_15.keras', 'ga_generation_18_nn_20.keras', '0.9819819819819819', '__uniform_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_23', 'ga_generation_17_nn_12.keras', 'ga_generation_18_nn_29.keras', '0.9819819819819819', '__arithmetic_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_24', 'ga_generation_17_nn_12.keras', 'ga_generation_18_nn_29.keras', '0.9819819819819819', '__arithmetic_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_25', 'ga_generation_17_nn_12.keras', 'ga_generation_18_nn_20.keras', '0.9819819819819819', '__multi_point_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_26', 'ga_generation_17_nn_12.keras', 'ga_generation_18_nn_20.keras', '0.9819819819819819', '__multi_point_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_27', 'ga_generation_18_nn_29.keras', 'ga_generation_18_nn_11.keras', '0.9819819819819819', '__arithmetic_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_28', 'ga_generation_18_nn_29.keras', 'ga_generation_18_nn_11.keras', '0.9819819819819819', '__arithmetic_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_29', 'ga_generation_18_nn_20.keras', 'ga_generation_18_nn_29.keras', '0.9819819819819819', 'None', '0.018018018018018018', 'None'
'ga_generation_19_nn_30', 'ga_generation_18_nn_20.keras', 'ga_generation_18_nn_29.keras', '0.9819819819819819', 'None', '0.018018018018018018', 'None'
'ga_generation_19_nn_31', 'ga_generation_18_nn_29.keras', 'ga_generation_18_nn_20.keras', '0.9819819819819819', '__multi_point_crossover', '0.018018018018018018', 'None'
'ga_generation_19_nn_32', 'ga_generation_18_nn_29.keras', 'ga_generation_18_nn_20.keras', '0.9819819819819819', '__multi_point_crossover', '0.018018018018018018', 'None'
