Model name,Wins,Points
ga_generation_39_nn_16.keras, 1, 302
ga_generation_38_nn_14.keras, 0, 257
ga_generation_39_nn_10.keras, 1, 315
ga_generation_39_nn_15.keras, 1, 326
ga_generation_38_nn_8.keras, 1, 300
ga_generation_39_nn_7.keras, 1, 300
ga_generation_39_nn_11.keras, 5, 469
ga_generation_37_nn_12.keras, 3, 377
ga_generation_40_nn_12.keras, 0, 316
ga_generation_40_nn_16.keras, 2, 366
ga_generation_39_nn_12.keras, 2, 385
ga_generation_38_nn_11.keras, 4, 415
ga_generation_40_nn_15.keras, 3, 342
ga_generation_40_nn_13.keras, 0, 203
ga_generation_39_nn_11.keras, 1, 296
ga_generation_40_nn_9.keras, 1, 357
ga_generation_38_nn_12.keras, 0, 244
ga_generation_40_nn_14.keras, 0, 309
ga_generation_40_nn_8.keras, 2, 388
ga_generation_40_nn_7.keras, 0, 246
ga_generation_40_nn_11.keras, 3, 337
ga_generation_40_nn_10.keras, 2, 361
ga_generation_39_nn_14.keras, 0, 264
ga_generation_41_nn_8.keras, 0, 286
ga_generation_41_nn_14.keras, 0, 272
ga_generation_39_nn_12.keras, 0, 287
ga_generation_41_nn_9.keras, 1, 328
ga_generation_41_nn_13.keras, 1, 373
ga_generation_37_nn_12.keras, 1, 353
ga_generation_41_nn_12.keras, 1, 385
ga_generation_38_nn_11.keras, 0, 236
ga_generation_41_nn_11.keras, 2, 315
ga_generation_41_nn_7.keras, 0, 307
ga_generation_41_nn_15.keras, 0, 307
ga_generation_40_nn_8.keras, 1, 313
ga_generation_40_nn_11.keras, 0, 290
ga_generation_41_nn_16.keras, 2, 336
ga_generation_40_nn_15.keras, 1, 345
ga_generation_41_nn_10.keras, 1, 294
ga_generation_42_nn_15.keras, 0, 294
ga_generation_42_nn_9.keras, 2, 357
ga_generation_42_nn_10.keras, 0, 293
ga_generation_41_nn_13.keras, 0, 254
ga_generation_42_nn_8.keras, 1, 323
ga_generation_41_nn_16.keras, 2, 359
ga_generation_42_nn_7.keras, 2, 335
ga_generation_42_nn_11.keras, 0, 218
ga_generation_42_nn_16.keras, 1, 339
ga_generation_42_nn_14.keras, 0, 183
ga_generation_41_nn_11.keras, 2, 337
ga_generation_40_nn_15.keras, 1, 328
ga_generation_37_nn_12.keras, 2, 398
ga_generation_42_nn_13.keras, 1, 311
ga_generation_42_nn_12.keras, 0, 386
ga_generation_41_nn_12.keras, 2, 383
ga_generation_41_nn_16.keras, 1, 335
ga_generation_43_nn_9.keras, 0, 219
ga_generation_43_nn_16.keras, 0, 199
ga_generation_43_nn_10.keras, 1, 308
ga_generation_43_nn_11.keras, 2, 289
ga_generation_42_nn_9.keras, 3, 396
ga_generation_43_nn_12.keras, 0, 236
ga_generation_37_nn_12.keras, 2, 328
ga_generation_43_nn_8.keras, 2, 346
ga_generation_42_nn_7.keras, 1, 373
ga_generation_41_nn_12.keras, 1, 310
ga_generation_43_nn_13.keras, 2, 338
ga_generation_43_nn_7.keras, 1, 302
ga_generation_41_nn_11.keras, 1, 269
ga_generation_43_nn_14.keras, 0, 257
ga_generation_43_nn_15.keras, 0, 226
ga_generation_43_nn_8.keras, 3, 420
ga_generation_44_nn_7.keras, 0, 228
ga_generation_44_nn_13.keras, 0, 295
ga_generation_44_nn_12.keras, 0, 227
ga_generation_37_nn_12.keras, 1, 337
ga_generation_44_nn_9.keras, 0, 384
ga_generation_44_nn_8.keras, 0, 291
ga_generation_42_nn_7.keras, 1, 283
ga_generation_44_nn_11.keras, 2, 267
ga_generation_43_nn_11.keras, 0, 319
ga_generation_43_nn_13.keras, 1, 298
ga_generation_44_nn_16.keras, 0, 290
ga_generation_44_nn_14.keras, 1, 348
ga_generation_44_nn_15.keras, 1, 321
ga_generation_42_nn_9.keras, 2, 326
ga_generation_44_nn_10.keras, 2, 385
ga_generation_45_nn_15.keras, 0, 284
ga_generation_44_nn_10.keras, 0, 277
ga_generation_45_nn_16.keras, 1, 295
ga_generation_44_nn_11.keras, 0, 296
ga_generation_45_nn_9.keras, 0, 308
ga_generation_45_nn_11.keras, 1, 339
ga_generation_44_nn_14.keras, 0, 271
ga_generation_45_nn_8.keras, 2, 349
ga_generation_45_nn_10.keras, 4, 408
ga_generation_37_nn_12.keras, 0, 267
ga_generation_45_nn_14.keras, 2, 378
ga_generation_45_nn_13.keras, 2, 377
ga_generation_42_nn_9.keras, 1, 294
ga_generation_43_nn_8.keras, 0, 304
ga_generation_45_nn_7.keras, 1, 343
ga_generation_45_nn_12.keras, 0, 312
ga_generation_46_nn_15.keras, 1, 374
ga_generation_46_nn_9.keras, 2, 356
ga_generation_46_nn_16.keras, 0, 183
ga_generation_46_nn_8.keras, 0, 295
ga_generation_46_nn_10.keras, 1, 361
ga_generation_46_nn_7.keras, 0, 333
ga_generation_46_nn_14.keras, 0, 250
ga_generation_45_nn_7.keras, 1, 348
ga_generation_46_nn_12.keras, 1, 253
ga_generation_46_nn_11.keras, 0, 319
ga_generation_45_nn_8.keras, 1, 370
ga_generation_45_nn_13.keras, 1, 338
ga_generation_46_nn_13.keras, 1, 326
ga_generation_45_nn_10.keras, 1, 333
ga_generation_45_nn_11.keras, 0, 308
ga_generation_45_nn_14.keras, 0, 222
ga_generation_47_nn_10.keras, 3, 394
ga_generation_45_nn_8.keras, 3, 349
ga_generation_47_nn_14.keras, 1, 344
ga_generation_47_nn_12.keras, 1, 261
ga_generation_47_nn_9.keras, 3, 392
ga_generation_47_nn_13.keras, 0, 280
ga_generation_47_nn_11.keras, 1, 368
ga_generation_47_nn_8.keras, 2, 360
ga_generation_45_nn_7.keras, 0, 299
ga_generation_46_nn_9.keras, 2, 329
ga_generation_46_nn_10.keras, 1, 354
ga_generation_47_nn_7.keras, 1, 328
ga_generation_47_nn_16.keras, 0, 280
ga_generation_46_nn_15.keras, 0, 281
ga_generation_47_nn_15.keras, 1, 304
ga_generation_45_nn_13.keras, 2, 371
ga_generation_48_nn_10.keras, 1, 311
ga_generation_48_nn_12.keras, 0, 278
ga_generation_45_nn_8.keras, 0, 285
ga_generation_45_nn_13.keras, 2, 382
ga_generation_48_nn_14.keras, 2, 345
ga_generation_48_nn_13.keras, 1, 261
ga_generation_48_nn_7.keras, 2, 373
ga_generation_48_nn_15.keras, 1, 303
ga_generation_48_nn_11.keras, 0, 249
ga_generation_46_nn_9.keras, 2, 332
ga_generation_47_nn_9.keras, 2, 434
ga_generation_47_nn_10.keras, 1, 382
ga_generation_47_nn_8.keras, 0, 274
ga_generation_48_nn_8.keras, 1, 364
ga_generation_48_nn_13.keras, 1, 268
ga_generation_48_nn_11.keras, 2, 318
ga_generation_48_nn_12.keras, 0, 293
ga_generation_45_nn_8.keras, 0, 278
ga_generation_48_nn_16.keras, 3, 439
ga_generation_48_nn_10.keras, 3, 332
ga_generation_47_nn_8.keras, 2, 413
ga_generation_48_nn_15.keras, 1, 347
ga_generation_48_nn_7.keras, 4, 429
ga_generation_46_nn_9.keras, 1, 227
ga_generation_47_nn_9.keras, 1, 338
ga_generation_48_nn_8.keras, 0, 300
ga_generation_48_nn_14.keras, 0, 295
ga_generation_47_nn_10.keras, 1, 357
ga_generation_45_nn_13.keras, 3, 412
ga_generation_48_nn_9.keras, 0, 261
ga_generation_47_nn_8.keras, 0, 318
ga_generation_45_nn_13.keras, 0, 329
ga_generation_49_nn_12.keras, 1, 370
ga_generation_49_nn_11.keras, 1, 316
ga_generation_49_nn_8.keras, 2, 338
ga_generation_48_nn_7.keras, 0, 227
ga_generation_49_nn_9.keras, 1, 314
ga_generation_48_nn_11.keras, 0, 359
ga_generation_49_nn_7.keras, 2, 312
ga_generation_48_nn_16.keras, 2, 372
ga_generation_49_nn_15.keras, 1, 255
ga_generation_48_nn_10.keras, 3, 392
ga_generation_49_nn_14.keras, 2, 334
ga_generation_49_nn_10.keras, 1, 344
ga_generation_49_nn_16.keras, 1, 314
ga_generation_49_nn_13.keras, 0, 314
ga_generation_50_nn_7.keras, 0, 284
ga_generation_49_nn_7.keras, 0, 248
ga_generation_50_nn_13.keras, 1, 339
ga_generation_48_nn_16.keras, 0, 256
ga_generation_50_nn_15.keras, 0, 190
ga_generation_50_nn_14.keras, 1, 294
ga_generation_49_nn_8.keras, 1, 321
ga_generation_49_nn_12.keras, 0, 270
ga_generation_50_nn_9.keras, 1, 268
ga_generation_49_nn_14.keras, 1, 326
ga_generation_50_nn_16.keras, 1, 313
ga_generation_50_nn_8.keras, 2, 374
ga_generation_50_nn_12.keras, 2, 358
ga_generation_50_nn_11.keras, 1, 378
ga_generation_48_nn_10.keras, 1, 308
ga_generation_50_nn_10.keras, 2, 373
ga_generation_51_nn_12.keras, 3, 413
ga_generation_49_nn_14.keras, 1, 369
ga_generation_51_nn_8.keras, 1, 280
ga_generation_51_nn_11.keras, 0, 307
ga_generation_51_nn_10.keras, 3, 424
ga_generation_51_nn_16.keras, 1, 342
ga_generation_51_nn_7.keras, 0, 277
ga_generation_51_nn_9.keras, 3, 377
ga_generation_50_nn_13.keras, 0, 290
ga_generation_50_nn_12.keras, 1, 221
ga_generation_50_nn_8.keras, 1, 310
ga_generation_51_nn_13.keras, 0, 360
ga_generation_50_nn_11.keras, 1, 346
ga_generation_51_nn_14.keras, 0, 305
ga_generation_51_nn_15.keras, 1, 312
ga_generation_50_nn_10.keras, 1, 331
ga_generation_52_nn_14.keras, 2, 324
ga_generation_52_nn_13.keras, 0, 324
ga_generation_51_nn_12.keras, 0, 307
ga_generation_50_nn_11.keras, 0, 355
ga_generation_52_nn_15.keras, 2, 319
ga_generation_51_nn_10.keras, 0, 289
ga_generation_52_nn_10.keras, 2, 343
ga_generation_52_nn_11.keras, 1, 368
ga_generation_49_nn_14.keras, 2, 407
ga_generation_51_nn_9.keras, 2, 347
ga_generation_52_nn_12.keras, 0, 349
ga_generation_52_nn_7.keras, 0, 298
ga_generation_52_nn_8.keras, 2, 368
ga_generation_51_nn_16.keras, 2, 282
ga_generation_52_nn_9.keras, 0, 315
ga_generation_52_nn_16.keras, 1, 382
ga_generation_53_nn_16.keras, 0, 264
ga_generation_52_nn_14.keras, 1, 296
ga_generation_52_nn_8.keras, 1, 275
ga_generation_52_nn_10.keras, 2, 351
ga_generation_53_nn_12.keras, 0, 299
ga_generation_53_nn_15.keras, 0, 334
ga_generation_53_nn_10.keras, 0, 207
ga_generation_53_nn_9.keras, 0, 324
ga_generation_53_nn_11.keras, 0, 275
ga_generation_51_nn_9.keras, 1, 331
ga_generation_53_nn_8.keras, 1, 272
ga_generation_53_nn_13.keras, 2, 341
ga_generation_53_nn_14.keras, 2, 346
ga_generation_52_nn_15.keras, 1, 317
ga_generation_53_nn_10.keras, 0, 331
ga_generation_53_nn_8.keras, 0, 266
ga_generation_53_nn_14.keras, 1, 336
ga_generation_52_nn_10.keras, 3, 371
ga_generation_53_nn_11.keras, 1, 274
ga_generation_52_nn_14.keras, 1, 272
ga_generation_53_nn_9.keras, 1, 325
ga_generation_53_nn_13.keras, 2, 357
ga_generation_51_nn_9.keras, 0, 343
ga_generation_53_nn_15.keras, 1, 379
ga_generation_52_nn_15.keras, 0, 265
ga_generation_52_nn_8.keras, 1, 278
ga_generation_53_nn_7.keras, 2, 377
ga_generation_53_nn_16.keras, 1, 317
ga_generation_53_nn_12.keras, 1, 365
ga_generation_49_nn_14.keras, 2, 403
ga_generation_54_nn_15.keras, 1, 299
ga_generation_53_nn_13.keras, 1, 259
ga_generation_54_nn_11.keras, 3, 453
ga_generation_54_nn_8.keras, 1, 301
ga_generation_53_nn_12.keras, 1, 340
ga_generation_54_nn_10.keras, 1, 324
ga_generation_54_nn_9.keras, 1, 313
ga_generation_53_nn_15.keras, 0, 264
ga_generation_53_nn_7.keras, 2, 368
ga_generation_54_nn_7.keras, 0, 224
ga_generation_54_nn_12.keras, 1, 307
ga_generation_52_nn_10.keras, 3, 388
ga_generation_54_nn_14.keras, 2, 364
ga_generation_49_nn_14.keras, 2, 332
ga_generation_54_nn_13.keras, 0, 270
ga_generation_54_nn_16.keras, 2, 346
ga_generation_55_nn_10.keras, 1, 255
ga_generation_55_nn_8.keras, 0, 302
ga_generation_53_nn_7.keras, 1, 354
ga_generation_55_nn_11.keras, 0, 353
ga_generation_55_nn_13.keras, 2, 301
ga_generation_54_nn_11.keras, 0, 282
ga_generation_54_nn_14.keras, 0, 226
ga_generation_49_nn_14.keras, 1, 288
ga_generation_52_nn_10.keras, 1, 321
ga_generation_54_nn_16.keras, 1, 340
ga_generation_55_nn_14.keras, 3, 366
ga_generation_55_nn_7.keras, 1, 298
ga_generation_55_nn_15.keras, 1, 319
ga_generation_55_nn_16.keras, 1, 381
ga_generation_55_nn_12.keras, 1, 311
ga_generation_55_nn_9.keras, 2, 395
ga_generation_56_nn_14.keras, 1, 302
ga_generation_56_nn_10.keras, 1, 268
ga_generation_55_nn_13.keras, 2, 379
ga_generation_56_nn_15.keras, 1, 295
ga_generation_56_nn_8.keras, 0, 284
ga_generation_55_nn_9.keras, 1, 334
ga_generation_56_nn_16.keras, 3, 468
ga_generation_56_nn_12.keras, 2, 380
ga_generation_56_nn_13.keras, 2, 333
ga_generation_56_nn_11.keras, 1, 268
ga_generation_53_nn_7.keras, 0, 232
ga_generation_56_nn_9.keras, 0, 265
ga_generation_54_nn_16.keras, 2, 364
ga_generation_55_nn_16.keras, 0, 323
ga_generation_56_nn_7.keras, 1, 324
ga_generation_55_nn_14.keras, 2, 377
ga_generation_56_nn_13.keras, 1, 327
ga_generation_57_nn_12.keras, 3, 443
ga_generation_57_nn_16.keras, 0, 286
ga_generation_54_nn_16.keras, 1, 311
ga_generation_56_nn_16.keras, 1, 353
ga_generation_57_nn_9.keras, 0, 319
ga_generation_57_nn_7.keras, 0, 268
ga_generation_57_nn_8.keras, 1, 301
ga_generation_57_nn_11.keras, 1, 358
ga_generation_55_nn_13.keras, 1, 301
ga_generation_57_nn_15.keras, 2, 319
ga_generation_57_nn_14.keras, 2, 341
ga_generation_57_nn_10.keras, 1, 345
ga_generation_56_nn_12.keras, 0, 294
ga_generation_55_nn_14.keras, 0, 283
ga_generation_57_nn_13.keras, 1, 390
ga_generation_58_nn_11.keras, 2, 399
ga_generation_58_nn_9.keras, 0, 315
ga_generation_58_nn_15.keras, 1, 292
ga_generation_56_nn_16.keras, 0, 235
ga_generation_57_nn_13.keras, 1, 315
ga_generation_57_nn_12.keras, 2, 406
ga_generation_58_nn_16.keras, 0, 298
ga_generation_58_nn_13.keras, 0, 344
ga_generation_58_nn_8.keras, 1, 408
ga_generation_57_nn_11.keras, 1, 308
ga_generation_58_nn_14.keras, 1, 319
ga_generation_57_nn_14.keras, 1, 342
ga_generation_58_nn_10.keras, 0, 316
ga_generation_57_nn_15.keras, 0, 273
ga_generation_58_nn_7.keras, 0, 282
ga_generation_58_nn_12.keras, 3, 447
ga_generation_59_nn_7.keras, 1, 371
ga_generation_59_nn_13.keras, 4, 405
ga_generation_59_nn_10.keras, 1, 358
ga_generation_57_nn_14.keras, 3, 415
ga_generation_57_nn_12.keras, 0, 301
ga_generation_58_nn_8.keras, 0, 177
ga_generation_59_nn_11.keras, 0, 296
ga_generation_59_nn_9.keras, 3, 408
ga_generation_58_nn_14.keras, 0, 223
ga_generation_59_nn_12.keras, 1, 297
ga_generation_59_nn_8.keras, 0, 308
ga_generation_58_nn_11.keras, 1, 367
ga_generation_59_nn_14.keras, 0, 298
ga_generation_59_nn_15.keras, 2, 352
ga_generation_58_nn_12.keras, 1, 271
ga_generation_59_nn_16.keras, 1, 262
ga_generation_57_nn_14.keras, 1, 326
ga_generation_60_nn_12.keras, 0, 291
ga_generation_60_nn_16.keras, 2, 409
ga_generation_60_nn_15.keras, 0, 252
ga_generation_59_nn_7.keras, 1, 286
ga_generation_60_nn_14.keras, 2, 380
ga_generation_60_nn_13.keras, 0, 284
ga_generation_58_nn_11.keras, 3, 419
ga_generation_59_nn_15.keras, 0, 338
ga_generation_59_nn_13.keras, 3, 329
ga_generation_60_nn_9.keras, 3, 436
ga_generation_59_nn_9.keras, 2, 343
ga_generation_60_nn_7.keras, 2, 330
ga_generation_60_nn_11.keras, 1, 311
ga_generation_60_nn_8.keras, 1, 341
ga_generation_60_nn_10.keras, 0, 251
ga_generation_61_nn_15.keras, 1, 304
ga_generation_61_nn_9.keras, 1, 312
ga_generation_61_nn_7.keras, 0, 265
ga_generation_61_nn_11.keras, 1, 304
ga_generation_60_nn_9.keras, 3, 381
ga_generation_61_nn_10.keras, 1, 337
ga_generation_61_nn_8.keras, 1, 326
ga_generation_61_nn_12.keras, 1, 352
ga_generation_61_nn_16.keras, 0, 206
ga_generation_58_nn_11.keras, 1, 265
ga_generation_59_nn_9.keras, 0, 196
ga_generation_61_nn_13.keras, 0, 279
ga_generation_61_nn_14.keras, 0, 280
ga_generation_60_nn_16.keras, 1, 354
ga_generation_59_nn_13.keras, 2, 336
ga_generation_60_nn_14.keras, 2, 355
