Model name,Wins,Points
ga_generation_1_nn_14.keras, 0, 579
ga_generation_1_nn_29.keras, 2, 589
ga_generation_0_nn_28.keras, 3, 711
ga_generation_1_nn_13.keras, 1, 582
ga_generation_1_nn_11.keras, 0, 538
ga_generation_2_nn_31.keras, 2, 624
ga_generation_2_nn_24.keras, 3, 635
ga_generation_2_nn_19.keras, 3, 655
ga_generation_1_nn_28.keras, 3, 612
ga_generation_1_nn_31.keras, 1, 601
ga_generation_2_nn_32.keras, 3, 691
ga_generation_2_nn_27.keras, 2, 691
ga_generation_2_nn_15.keras, 1, 648
ga_generation_2_nn_25.keras, 1, 697
ga_generation_0_nn_31.keras, 0, 496
ga_generation_2_nn_17.keras, 1, 572
ga_generation_1_nn_23.keras, 0, 577
ga_generation_2_nn_10.keras, 2, 680
ga_generation_2_nn_12.keras, 3, 620
ga_generation_2_nn_28.keras, 2, 684
ga_generation_2_nn_26.keras, 3, 722
ga_generation_2_nn_22.keras, 4, 714
ga_generation_1_nn_17.keras, 5, 771
ga_generation_2_nn_29.keras, 1, 649
ga_generation_2_nn_11.keras, 4, 768
ga_generation_2_nn_23.keras, 5, 739
ga_generation_2_nn_14.keras, 2, 564
ga_generation_2_nn_20.keras, 2, 694
ga_generation_2_nn_13.keras, 3, 696
ga_generation_2_nn_16.keras, 0, 538
ga_generation_1_nn_18.keras, 4, 744
ga_generation_2_nn_30.keras, 2, 614
ga_generation_2_nn_18.keras, 2, 562
ga_generation_2_nn_9.keras, 1, 510
ga_generation_1_nn_22.keras, 0, 534
ga_generation_2_nn_21.keras, 2, 643
ga_generation_1_nn_9.keras, 0, 539
ga_generation_3_nn_23.keras, 2, 662
ga_generation_2_nn_23.keras, 0, 506
ga_generation_3_nn_16.keras, 2, 621
ga_generation_3_nn_27.keras, 1, 632
ga_generation_3_nn_15.keras, 1, 571
ga_generation_3_nn_9.keras, 2, 614
ga_generation_3_nn_18.keras, 2, 668
ga_generation_3_nn_31.keras, 3, 679
ga_generation_1_nn_18.keras, 2, 661
ga_generation_3_nn_17.keras, 1, 648
ga_generation_1_nn_17.keras, 2, 626
ga_generation_3_nn_26.keras, 3, 717
ga_generation_3_nn_11.keras, 1, 478
ga_generation_3_nn_10.keras, 0, 534
ga_generation_2_nn_26.keras, 4, 725
ga_generation_2_nn_11.keras, 5, 787
ga_generation_3_nn_32.keras, 1, 587
ga_generation_3_nn_19.keras, 0, 584
ga_generation_3_nn_24.keras, 4, 712
ga_generation_3_nn_28.keras, 2, 725
ga_generation_3_nn_12.keras, 4, 744
ga_generation_3_nn_22.keras, 3, 715
ga_generation_3_nn_20.keras, 2, 758
ga_generation_3_nn_29.keras, 3, 711
ga_generation_3_nn_21.keras, 0, 539
ga_generation_2_nn_13.keras, 0, 602
ga_generation_3_nn_14.keras, 2, 618
ga_generation_3_nn_30.keras, 1, 517
ga_generation_2_nn_22.keras, 1, 658
ga_generation_3_nn_25.keras, 4, 694
ga_generation_3_nn_13.keras, 0, 605
ga_generation_2_nn_32.keras, 0, 507
ga_generation_4_nn_11.keras, 2, 562
ga_generation_4_nn_32.keras, 2, 613
ga_generation_4_nn_27.keras, 4, 696
ga_generation_4_nn_16.keras, 2, 605
ga_generation_3_nn_25.keras, 2, 611
ga_generation_4_nn_15.keras, 1, 670
ga_generation_4_nn_14.keras, 1, 564
ga_generation_2_nn_26.keras, 0, 534
ga_generation_4_nn_23.keras, 1, 553
ga_generation_4_nn_24.keras, 1, 648
ga_generation_4_nn_19.keras, 1, 577
ga_generation_4_nn_10.keras, 0, 582
ga_generation_3_nn_26.keras, 3, 780
ga_generation_4_nn_25.keras, 2, 541
ga_generation_4_nn_18.keras, 5, 683
ga_generation_4_nn_31.keras, 1, 551
ga_generation_4_nn_17.keras, 1, 593
ga_generation_4_nn_12.keras, 3, 654
ga_generation_3_nn_24.keras, 1, 593
ga_generation_3_nn_29.keras, 2, 617
ga_generation_4_nn_22.keras, 1, 628
ga_generation_2_nn_11.keras, 3, 667
ga_generation_4_nn_9.keras, 1, 615
ga_generation_3_nn_12.keras, 1, 518
ga_generation_4_nn_13.keras, 3, 688
ga_generation_3_nn_22.keras, 2, 565
ga_generation_4_nn_30.keras, 3, 683
ga_generation_4_nn_21.keras, 1, 460
ga_generation_4_nn_26.keras, 3, 595
ga_generation_4_nn_20.keras, 2, 682
ga_generation_4_nn_29.keras, 3, 606
ga_generation_4_nn_28.keras, 3, 672
ga_generation_5_nn_24.keras, 2, 600
ga_generation_4_nn_28.keras, 2, 599
ga_generation_5_nn_16.keras, 0, 580
ga_generation_5_nn_28.keras, 4, 689
ga_generation_4_nn_30.keras, 0, 471
ga_generation_5_nn_9.keras, 2, 539
ga_generation_5_nn_32.keras, 0, 632
ga_generation_5_nn_20.keras, 3, 660
ga_generation_5_nn_12.keras, 2, 611
ga_generation_5_nn_29.keras, 3, 643
ga_generation_4_nn_12.keras, 2, 640
ga_generation_5_nn_17.keras, 3, 693
ga_generation_5_nn_25.keras, 1, 653
ga_generation_4_nn_13.keras, 0, 431
ga_generation_5_nn_18.keras, 1, 636
ga_generation_4_nn_27.keras, 1, 578
ga_generation_5_nn_30.keras, 4, 680
ga_generation_5_nn_31.keras, 2, 622
ga_generation_5_nn_13.keras, 2, 735
ga_generation_5_nn_19.keras, 2, 661
ga_generation_5_nn_26.keras, 2, 647
ga_generation_5_nn_14.keras, 2, 697
ga_generation_4_nn_18.keras, 0, 491
ga_generation_5_nn_10.keras, 2, 618
ga_generation_5_nn_15.keras, 1, 710
ga_generation_5_nn_23.keras, 3, 680
ga_generation_3_nn_26.keras, 1, 573
ga_generation_5_nn_21.keras, 2, 621
ga_generation_5_nn_22.keras, 1, 645
ga_generation_5_nn_27.keras, 2, 566
ga_generation_5_nn_28.keras, 1, 639
ga_generation_5_nn_20.keras, 3, 694
ga_generation_5_nn_32.keras, 3, 717
ga_generation_4_nn_28.keras, 2, 676
ga_generation_5_nn_24.keras, 5, 742
ga_generation_5_nn_12.keras, 2, 595
ga_generation_5_nn_27.keras, 2, 608
ga_generation_5_nn_16.keras, 2, 614
ga_generation_5_nn_10.keras, 2, 642
ga_generation_4_nn_12.keras, 1, 579
ga_generation_3_nn_26.keras, 2, 685
ga_generation_5_nn_26.keras, 0, 603
ga_generation_4_nn_30.keras, 2, 554
ga_generation_5_nn_19.keras, 4, 792
ga_generation_5_nn_25.keras, 3, 726
ga_generation_5_nn_13.keras, 3, 716
ga_generation_5_nn_9.keras, 1, 644
ga_generation_5_nn_11.keras, 1, 550
ga_generation_5_nn_21.keras, 2, 540
ga_generation_5_nn_22.keras, 3, 776
ga_generation_4_nn_13.keras, 3, 678
ga_generation_5_nn_15.keras, 2, 559
ga_generation_5_nn_29.keras, 2, 639
ga_generation_5_nn_14.keras, 1, 594
ga_generation_2_nn_11.keras, 4, 710
ga_generation_5_nn_31.keras, 2, 627
ga_generation_5_nn_17.keras, 1, 684
ga_generation_5_nn_23.keras, 3, 626
ga_generation_4_nn_27.keras, 4, 766
ga_generation_5_nn_30.keras, 1, 612
ga_generation_4_nn_18.keras, 1, 656
ga_generation_5_nn_18.keras, 3, 650
ga_generation_4_nn_27.keras, 1, 680
ga_generation_6_nn_31.keras, 2, 558
ga_generation_5_nn_32.keras, 1, 536
ga_generation_5_nn_24.keras, 1, 534
ga_generation_6_nn_24.keras, 2, 558
ga_generation_6_nn_15.keras, 1, 590
ga_generation_6_nn_32.keras, 6, 688
ga_generation_6_nn_11.keras, 4, 729
ga_generation_6_nn_22.keras, 1, 615
ga_generation_2_nn_11.keras, 2, 614
ga_generation_6_nn_10.keras, 2, 596
ga_generation_5_nn_25.keras, 3, 673
ga_generation_6_nn_25.keras, 2, 623
ga_generation_6_nn_23.keras, 1, 592
ga_generation_6_nn_9.keras, 1, 643
ga_generation_6_nn_27.keras, 2, 716
ga_generation_6_nn_26.keras, 5, 734
ga_generation_6_nn_19.keras, 2, 642
ga_generation_6_nn_20.keras, 3, 618
ga_generation_6_nn_16.keras, 4, 695
ga_generation_5_nn_22.keras, 2, 657
ga_generation_6_nn_17.keras, 4, 712
ga_generation_6_nn_12.keras, 0, 549
ga_generation_5_nn_19.keras, 4, 672
ga_generation_6_nn_14.keras, 2, 579
ga_generation_6_nn_13.keras, 4, 699
ga_generation_6_nn_18.keras, 4, 760
ga_generation_6_nn_21.keras, 0, 585
ga_generation_6_nn_30.keras, 2, 644
ga_generation_5_nn_13.keras, 0, 518
ga_generation_6_nn_28.keras, 1, 586
ga_generation_6_nn_29.keras, 1, 555
ga_generation_7_nn_31.keras, 4, 577
ga_generation_6_nn_18.keras, 0, 611
ga_generation_7_nn_23.keras, 3, 621
ga_generation_7_nn_15.keras, 1, 602
ga_generation_7_nn_11.keras, 1, 555
ga_generation_7_nn_24.keras, 0, 579
ga_generation_7_nn_16.keras, 4, 722
ga_generation_6_nn_11.keras, 2, 662
ga_generation_6_nn_32.keras, 3, 688
ga_generation_5_nn_19.keras, 4, 671
ga_generation_7_nn_13.keras, 5, 704
ga_generation_7_nn_32.keras, 1, 613
ga_generation_6_nn_26.keras, 2, 584
ga_generation_7_nn_12.keras, 4, 749
ga_generation_7_nn_27.keras, 1, 677
ga_generation_7_nn_28.keras, 5, 713
ga_generation_7_nn_9.keras, 3, 766
ga_generation_7_nn_25.keras, 2, 661
ga_generation_7_nn_20.keras, 4, 688
ga_generation_7_nn_18.keras, 2, 594
ga_generation_7_nn_10.keras, 2, 607
ga_generation_6_nn_17.keras, 3, 732
ga_generation_7_nn_17.keras, 2, 707
ga_generation_7_nn_19.keras, 2, 548
ga_generation_6_nn_13.keras, 3, 666
ga_generation_7_nn_21.keras, 1, 631
ga_generation_7_nn_22.keras, 5, 786
ga_generation_7_nn_29.keras, 2, 662
ga_generation_6_nn_16.keras, 2, 625
ga_generation_7_nn_14.keras, 5, 823
ga_generation_7_nn_26.keras, 2, 578
ga_generation_7_nn_30.keras, 5, 676
ga_generation_8_nn_15.keras, 2, 694
ga_generation_8_nn_31.keras, 2, 562
ga_generation_8_nn_23.keras, 2, 595
ga_generation_8_nn_11.keras, 1, 525
ga_generation_8_nn_27.keras, 2, 610
ga_generation_7_nn_22.keras, 1, 593
ga_generation_8_nn_19.keras, 3, 644
ga_generation_8_nn_24.keras, 4, 633
ga_generation_8_nn_32.keras, 3, 675
ga_generation_8_nn_25.keras, 2, 723
ga_generation_8_nn_10.keras, 2, 650
ga_generation_8_nn_12.keras, 1, 628
ga_generation_7_nn_30.keras, 2, 676
ga_generation_7_nn_12.keras, 4, 732
ga_generation_7_nn_13.keras, 1, 526
ga_generation_8_nn_17.keras, 1, 542
ga_generation_7_nn_28.keras, 2, 644
ga_generation_8_nn_16.keras, 2, 684
ga_generation_8_nn_26.keras, 2, 530
ga_generation_8_nn_18.keras, 4, 714
ga_generation_8_nn_30.keras, 3, 634
ga_generation_8_nn_20.keras, 2, 594
ga_generation_8_nn_28.keras, 1, 667
ga_generation_7_nn_20.keras, 2, 632
ga_generation_8_nn_14.keras, 1, 588
ga_generation_8_nn_13.keras, 4, 750
ga_generation_8_nn_21.keras, 2, 622
ga_generation_8_nn_22.keras, 2, 545
ga_generation_8_nn_9.keras, 0, 578
ga_generation_8_nn_29.keras, 2, 638
ga_generation_7_nn_14.keras, 0, 616
ga_generation_7_nn_16.keras, 1, 508
ga_generation_9_nn_15.keras, 2, 613
ga_generation_8_nn_25.keras, 4, 708
ga_generation_9_nn_31.keras, 1, 634
ga_generation_9_nn_16.keras, 1, 579
ga_generation_9_nn_11.keras, 1, 572
ga_generation_9_nn_23.keras, 2, 677
ga_generation_9_nn_28.keras, 4, 656
ga_generation_9_nn_26.keras, 3, 645
ga_generation_9_nn_27.keras, 3, 605
ga_generation_9_nn_24.keras, 2, 708
ga_generation_8_nn_30.keras, 1, 618
ga_generation_9_nn_10.keras, 2, 632
ga_generation_9_nn_32.keras, 0, 555
ga_generation_9_nn_21.keras, 2, 625
ga_generation_9_nn_25.keras, 1, 538
ga_generation_8_nn_32.keras, 3, 712
ga_generation_9_nn_13.keras, 3, 716
ga_generation_9_nn_22.keras, 0, 610
ga_generation_8_nn_13.keras, 4, 667
ga_generation_9_nn_29.keras, 2, 684
ga_generation_9_nn_17.keras, 2, 587
ga_generation_9_nn_18.keras, 2, 694
ga_generation_8_nn_18.keras, 1, 568
ga_generation_9_nn_9.keras, 1, 586
ga_generation_9_nn_14.keras, 2, 676
ga_generation_9_nn_30.keras, 3, 637
ga_generation_7_nn_12.keras, 2, 703
ga_generation_8_nn_19.keras, 2, 664
ga_generation_8_nn_24.keras, 2, 634
ga_generation_9_nn_12.keras, 1, 602
ga_generation_9_nn_20.keras, 1, 593
ga_generation_9_nn_19.keras, 4, 708
ga_generation_10_nn_15.keras, 2, 767
ga_generation_10_nn_32.keras, 4, 613
ga_generation_9_nn_26.keras, 2, 628
ga_generation_10_nn_31.keras, 5, 708
ga_generation_10_nn_23.keras, 3, 645
ga_generation_10_nn_19.keras, 3, 661
ga_generation_10_nn_26.keras, 5, 748
ga_generation_8_nn_25.keras, 2, 668
ga_generation_10_nn_16.keras, 1, 566
ga_generation_10_nn_27.keras, 3, 748
ga_generation_10_nn_11.keras, 2, 648
ga_generation_9_nn_28.keras, 3, 649
ga_generation_10_nn_17.keras, 5, 791
ga_generation_9_nn_19.keras, 4, 691
ga_generation_8_nn_32.keras, 0, 508
ga_generation_10_nn_12.keras, 2, 604
ga_generation_10_nn_20.keras, 1, 685
ga_generation_10_nn_28.keras, 1, 563
ga_generation_9_nn_30.keras, 4, 725
ga_generation_10_nn_9.keras, 1, 573
ga_generation_10_nn_18.keras, 1, 666
ga_generation_10_nn_10.keras, 1, 645
ga_generation_8_nn_13.keras, 0, 593
ga_generation_10_nn_22.keras, 1, 598
ga_generation_10_nn_24.keras, 0, 557
ga_generation_10_nn_21.keras, 2, 524
ga_generation_10_nn_13.keras, 5, 672
ga_generation_10_nn_25.keras, 1, 723
ga_generation_10_nn_30.keras, 6, 725
ga_generation_10_nn_14.keras, 4, 809
ga_generation_10_nn_29.keras, 0, 575
ga_generation_9_nn_13.keras, 1, 629
ga_generation_11_nn_18.keras, 4, 698
ga_generation_11_nn_10.keras, 3, 708
ga_generation_9_nn_19.keras, 5, 755
ga_generation_11_nn_14.keras, 3, 657
ga_generation_10_nn_17.keras, 3, 636
ga_generation_11_nn_30.keras, 2, 603
ga_generation_11_nn_27.keras, 4, 670
ga_generation_11_nn_17.keras, 3, 742
ga_generation_11_nn_19.keras, 5, 801
ga_generation_10_nn_13.keras, 5, 731
ga_generation_11_nn_21.keras, 0, 567
ga_generation_11_nn_24.keras, 1, 546
ga_generation_11_nn_25.keras, 0, 483
ga_generation_10_nn_14.keras, 1, 658
ga_generation_10_nn_26.keras, 4, 783
ga_generation_11_nn_11.keras, 1, 627
ga_generation_11_nn_13.keras, 3, 672
ga_generation_11_nn_20.keras, 2, 632
ga_generation_11_nn_22.keras, 5, 766
ga_generation_11_nn_16.keras, 2, 617
ga_generation_11_nn_28.keras, 2, 609
ga_generation_11_nn_9.keras, 3, 666
ga_generation_11_nn_15.keras, 6, 816
ga_generation_11_nn_12.keras, 4, 723
ga_generation_11_nn_29.keras, 1, 611
ga_generation_11_nn_31.keras, 2, 695
ga_generation_11_nn_32.keras, 2, 639
ga_generation_9_nn_30.keras, 5, 747
ga_generation_11_nn_23.keras, 3, 674
ga_generation_10_nn_30.keras, 1, 498
ga_generation_10_nn_31.keras, 5, 760
ga_generation_11_nn_26.keras, 0, 507
ga_generation_12_nn_17.keras, 1, 587
ga_generation_12_nn_9.keras, 0, 636
ga_generation_10_nn_26.keras, 3, 689
ga_generation_11_nn_22.keras, 0, 576
ga_generation_12_nn_21.keras, 3, 723
ga_generation_12_nn_26.keras, 2, 663
ga_generation_12_nn_29.keras, 2, 666
ga_generation_12_nn_32.keras, 3, 678
ga_generation_12_nn_20.keras, 1, 591
ga_generation_12_nn_28.keras, 1, 588
ga_generation_12_nn_11.keras, 1, 583
ga_generation_12_nn_12.keras, 1, 589
ga_generation_12_nn_25.keras, 1, 677
ga_generation_12_nn_24.keras, 3, 700
ga_generation_10_nn_13.keras, 1, 523
ga_generation_12_nn_14.keras, 3, 677
ga_generation_12_nn_22.keras, 3, 730
ga_generation_12_nn_18.keras, 2, 650
ga_generation_12_nn_13.keras, 1, 588
ga_generation_11_nn_19.keras, 3, 650
ga_generation_12_nn_10.keras, 2, 617
ga_generation_12_nn_19.keras, 2, 648
ga_generation_12_nn_16.keras, 1, 662
ga_generation_11_nn_15.keras, 1, 484
ga_generation_12_nn_23.keras, 1, 610
ga_generation_12_nn_15.keras, 2, 610
ga_generation_9_nn_30.keras, 6, 778
ga_generation_10_nn_31.keras, 3, 608
ga_generation_12_nn_30.keras, 0, 634
ga_generation_9_nn_19.keras, 4, 651
ga_generation_12_nn_31.keras, 3, 659
ga_generation_12_nn_27.keras, 1, 525
ga_generation_13_nn_25.keras, 1, 627
ga_generation_13_nn_17.keras, 2, 597
ga_generation_13_nn_9.keras, 4, 730
ga_generation_13_nn_12.keras, 3, 648
ga_generation_13_nn_30.keras, 2, 638
ga_generation_9_nn_19.keras, 3, 698
ga_generation_13_nn_11.keras, 1, 668
ga_generation_12_nn_14.keras, 2, 579
ga_generation_13_nn_19.keras, 3, 629
ga_generation_13_nn_18.keras, 1, 587
ga_generation_13_nn_21.keras, 1, 626
ga_generation_13_nn_26.keras, 4, 743
ga_generation_13_nn_29.keras, 1, 520
ga_generation_12_nn_22.keras, 2, 640
ga_generation_13_nn_27.keras, 2, 705
ga_generation_13_nn_20.keras, 2, 561
ga_generation_12_nn_21.keras, 3, 684
ga_generation_13_nn_10.keras, 1, 652
ga_generation_13_nn_31.keras, 0, 570
ga_generation_13_nn_32.keras, 3, 661
ga_generation_13_nn_28.keras, 2, 700
ga_generation_13_nn_22.keras, 2, 569
ga_generation_13_nn_15.keras, 4, 671
ga_generation_13_nn_16.keras, 2, 701
ga_generation_13_nn_24.keras, 3, 543
ga_generation_10_nn_26.keras, 3, 572
ga_generation_13_nn_13.keras, 1, 621
ga_generation_13_nn_23.keras, 1, 644
ga_generation_9_nn_30.keras, 3, 625
ga_generation_12_nn_24.keras, 2, 631
ga_generation_13_nn_14.keras, 1, 620
ga_generation_12_nn_32.keras, 1, 507
ga_generation_14_nn_16.keras, 0, 545
ga_generation_14_nn_32.keras, 4, 718
ga_generation_14_nn_24.keras, 2, 694
ga_generation_13_nn_32.keras, 3, 620
ga_generation_14_nn_28.keras, 1, 564
ga_generation_12_nn_21.keras, 3, 702
ga_generation_14_nn_20.keras, 1, 650
ga_generation_13_nn_12.keras, 1, 519
ga_generation_14_nn_27.keras, 3, 687
ga_generation_14_nn_25.keras, 3, 666
ga_generation_14_nn_12.keras, 0, 589
ga_generation_14_nn_19.keras, 4, 784
ga_generation_14_nn_22.keras, 3, 666
ga_generation_14_nn_9.keras, 0, 525
ga_generation_9_nn_19.keras, 0, 578
ga_generation_14_nn_30.keras, 2, 666
ga_generation_14_nn_18.keras, 2, 636
ga_generation_14_nn_10.keras, 2, 644
ga_generation_14_nn_31.keras, 1, 626
ga_generation_14_nn_17.keras, 2, 597
ga_generation_13_nn_15.keras, 1, 712
ga_generation_14_nn_23.keras, 0, 548
ga_generation_13_nn_9.keras, 2, 763
ga_generation_14_nn_21.keras, 0, 594
ga_generation_14_nn_26.keras, 3, 692
ga_generation_13_nn_26.keras, 2, 671
ga_generation_14_nn_11.keras, 2, 657
ga_generation_13_nn_19.keras, 1, 689
ga_generation_14_nn_15.keras, 3, 642
ga_generation_14_nn_29.keras, 1, 668
ga_generation_14_nn_13.keras, 3, 642
ga_generation_14_nn_14.keras, 5, 675
ga_generation_15_nn_11.keras, 1, 566
ga_generation_15_nn_15.keras, 5, 677
ga_generation_15_nn_31.keras, 1, 582
ga_generation_15_nn_27.keras, 3, 767
ga_generation_14_nn_26.keras, 1, 514
ga_generation_15_nn_23.keras, 2, 733
ga_generation_15_nn_18.keras, 2, 505
ga_generation_15_nn_26.keras, 3, 638
ga_generation_15_nn_17.keras, 1, 608
ga_generation_14_nn_14.keras, 2, 617
ga_generation_14_nn_32.keras, 1, 669
ga_generation_15_nn_10.keras, 0, 675
ga_generation_12_nn_21.keras, 1, 654
ga_generation_15_nn_25.keras, 1, 601
ga_generation_15_nn_14.keras, 2, 678
ga_generation_15_nn_32.keras, 3, 734
ga_generation_14_nn_19.keras, 2, 747
ga_generation_15_nn_13.keras, 0, 543
ga_generation_15_nn_24.keras, 1, 549
ga_generation_15_nn_28.keras, 0, 581
ga_generation_15_nn_9.keras, 1, 532
ga_generation_15_nn_29.keras, 1, 598
ga_generation_14_nn_27.keras, 4, 727
ga_generation_15_nn_21.keras, 1, 626
ga_generation_15_nn_30.keras, 0, 573
ga_generation_15_nn_20.keras, 3, 708
ga_generation_15_nn_16.keras, 2, 712
ga_generation_15_nn_12.keras, 1, 673
ga_generation_14_nn_22.keras, 0, 626
ga_generation_15_nn_22.keras, 2, 606
ga_generation_14_nn_25.keras, 2, 693
ga_generation_15_nn_19.keras, 0, 644
ga_generation_16_nn_16.keras, 1, 615
ga_generation_16_nn_20.keras, 0, 582
ga_generation_16_nn_32.keras, 3, 663
ga_generation_16_nn_28.keras, 3, 731
ga_generation_15_nn_27.keras, 1, 535
ga_generation_15_nn_32.keras, 0, 456
ga_generation_16_nn_24.keras, 1, 661
ga_generation_16_nn_12.keras, 2, 672
ga_generation_16_nn_19.keras, 2, 577
ga_generation_16_nn_23.keras, 3, 524
ga_generation_16_nn_10.keras, 1, 552
ga_generation_16_nn_27.keras, 3, 760
ga_generation_16_nn_26.keras, 4, 657
ga_generation_15_nn_26.keras, 3, 726
ga_generation_16_nn_25.keras, 0, 567
ga_generation_16_nn_17.keras, 0, 649
ga_generation_15_nn_15.keras, 1, 673
ga_generation_15_nn_23.keras, 1, 688
ga_generation_16_nn_31.keras, 1, 615
ga_generation_16_nn_21.keras, 3, 696
ga_generation_16_nn_30.keras, 3, 608
ga_generation_16_nn_22.keras, 2, 604
ga_generation_16_nn_9.keras, 2, 680
ga_generation_16_nn_15.keras, 3, 640
ga_generation_16_nn_18.keras, 0, 604
ga_generation_15_nn_20.keras, 2, 626
ga_generation_16_nn_29.keras, 2, 548
ga_generation_14_nn_19.keras, 1, 598
ga_generation_16_nn_14.keras, 0, 626
ga_generation_14_nn_27.keras, 1, 578
ga_generation_16_nn_13.keras, 1, 536
ga_generation_16_nn_11.keras, 3, 622
ga_generation_17_nn_23.keras, 1, 558
ga_generation_16_nn_27.keras, 2, 617
ga_generation_17_nn_31.keras, 2, 654
ga_generation_15_nn_26.keras, 1, 679
ga_generation_17_nn_11.keras, 2, 622
ga_generation_17_nn_27.keras, 3, 635
ga_generation_16_nn_11.keras, 1, 522
ga_generation_17_nn_19.keras, 3, 630
ga_generation_17_nn_26.keras, 3, 685
ga_generation_17_nn_18.keras, 5, 735
ga_generation_17_nn_29.keras, 3, 578
ga_generation_17_nn_15.keras, 5, 694
ga_generation_16_nn_32.keras, 2, 523
ga_generation_17_nn_9.keras, 1, 565
ga_generation_17_nn_24.keras, 4, 720
ga_generation_16_nn_26.keras, 0, 570
ga_generation_17_nn_32.keras, 1, 592
ga_generation_17_nn_25.keras, 3, 643
ga_generation_17_nn_20.keras, 4, 640
ga_generation_17_nn_10.keras, 2, 694
ga_generation_17_nn_28.keras, 1, 663
ga_generation_17_nn_30.keras, 4, 784
ga_generation_17_nn_14.keras, 3, 687
ga_generation_17_nn_21.keras, 2, 595
ga_generation_17_nn_13.keras, 0, 600
ga_generation_16_nn_28.keras, 3, 669
ga_generation_17_nn_12.keras, 2, 588
ga_generation_17_nn_22.keras, 4, 717
ga_generation_17_nn_17.keras, 2, 638
ga_generation_16_nn_21.keras, 2, 619
ga_generation_16_nn_15.keras, 3, 692
ga_generation_17_nn_16.keras, 1, 568
ga_generation_18_nn_23.keras, 2, 593
ga_generation_18_nn_19.keras, 6, 778
ga_generation_18_nn_27.keras, 5, 698
ga_generation_18_nn_15.keras, 3, 601
ga_generation_17_nn_22.keras, 2, 636
ga_generation_18_nn_11.keras, 3, 656
ga_generation_18_nn_31.keras, 3, 648
ga_generation_17_nn_14.keras, 1, 583
ga_generation_18_nn_10.keras, 2, 602
ga_generation_18_nn_26.keras, 3, 689
ga_generation_18_nn_18.keras, 2, 618
ga_generation_18_nn_12.keras, 3, 643
ga_generation_18_nn_24.keras, 3, 637
ga_generation_18_nn_32.keras, 1, 578
ga_generation_17_nn_24.keras, 2, 691
ga_generation_18_nn_29.keras, 0, 581
ga_generation_18_nn_13.keras, 2, 630
ga_generation_16_nn_15.keras, 1, 704
ga_generation_18_nn_17.keras, 4, 761
ga_generation_18_nn_30.keras, 3, 683
ga_generation_18_nn_22.keras, 5, 758
ga_generation_17_nn_20.keras, 3, 657
ga_generation_18_nn_28.keras, 4, 753
ga_generation_18_nn_21.keras, 4, 715
ga_generation_17_nn_18.keras, 1, 533
ga_generation_17_nn_30.keras, 6, 820
ga_generation_18_nn_20.keras, 7, 828
ga_generation_18_nn_9.keras, 2, 642
ga_generation_18_nn_14.keras, 5, 833
