Model name,Parent model 1,Parent model 2,Crossover ratio,Crossover function,Mutation ratio,Mutation function
'ga_generation_2_nn_14', 'ga_generation_1_nn_31.keras', 'ga_generation_0_nn_31.keras', '0.98989898989899', '__multivariate_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_15', 'ga_generation_1_nn_28.keras', 'ga_generation_0_nn_31.keras', '0.98989898989899', '__multivariate_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_16', 'ga_generation_1_nn_28.keras', 'ga_generation_0_nn_31.keras', '0.98989898989899', '__multivariate_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_17', 'ga_generation_1_nn_22.keras', 'ga_generation_1_nn_18.keras', '0.98989898989899', '__uniform_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_18', 'ga_generation_1_nn_22.keras', 'ga_generation_1_nn_18.keras', '0.98989898989899', '__uniform_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_19', 'ga_generation_1_nn_17.keras', 'ga_generation_1_nn_22.keras', '0.98989898989899', '__one_point_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_20', 'ga_generation_1_nn_17.keras', 'ga_generation_1_nn_22.keras', '0.98989898989899', '__one_point_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_21', 'ga_generation_1_nn_31.keras', 'ga_generation_1_nn_22.keras', '0.98989898989899', '__multivariate_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_22', 'ga_generation_1_nn_31.keras', 'ga_generation_1_nn_22.keras', '0.98989898989899', '__multivariate_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_23', 'ga_generation_0_nn_31.keras', 'ga_generation_1_nn_23.keras', '0.98989898989899', '__one_point_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_24', 'ga_generation_0_nn_31.keras', 'ga_generation_1_nn_23.keras', '0.98989898989899', '__one_point_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_25', 'ga_generation_1_nn_17.keras', 'ga_generation_1_nn_9.keras', '0.98989898989899', '__multi_point_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_26', 'ga_generation_1_nn_17.keras', 'ga_generation_1_nn_9.keras', '0.98989898989899', '__multi_point_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_27', 'ga_generation_1_nn_9.keras', 'ga_generation_1_nn_28.keras', '0.98989898989899', '__average_crossover_and_flat_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_28', 'ga_generation_1_nn_9.keras', 'ga_generation_1_nn_28.keras', '0.98989898989899', '__average_crossover_and_flat_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_29', 'ga_generation_1_nn_28.keras', 'ga_generation_1_nn_9.keras', '0.98989898989899', '__multi_point_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_30', 'ga_generation_1_nn_28.keras', 'ga_generation_1_nn_9.keras', '0.98989898989899', '__multi_point_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_31', 'ga_generation_1_nn_28.keras', 'ga_generation_1_nn_22.keras', '0.98989898989899', '__multi_point_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_32', 'ga_generation_1_nn_28.keras', 'ga_generation_1_nn_22.keras', '0.98989898989899', '__multi_point_crossover', '0.010101010101010102', 'None'
'ga_generation_3_nn_9', 'ga_generation_1_nn_18.keras', 'ga_generation_2_nn_13.keras', '0.9797979797979798', '__average_crossover_and_flat_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_10', 'ga_generation_1_nn_18.keras', 'ga_generation_2_nn_13.keras', '0.9797979797979798', '__average_crossover_and_flat_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_11', 'ga_generation_2_nn_13.keras', 'ga_generation_1_nn_18.keras', '0.9797979797979798', '__multi_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_12', 'ga_generation_2_nn_13.keras', 'ga_generation_1_nn_18.keras', '0.9797979797979798', '__multi_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_13', 'ga_generation_2_nn_13.keras', 'ga_generation_2_nn_11.keras', '0.9797979797979798', '__multi_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_14', 'ga_generation_2_nn_13.keras', 'ga_generation_2_nn_11.keras', '0.9797979797979798', '__multi_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_15', 'ga_generation_2_nn_22.keras', 'ga_generation_2_nn_32.keras', '0.9797979797979798', '__multivariate_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_16', 'ga_generation_2_nn_22.keras', 'ga_generation_2_nn_32.keras', '0.9797979797979798', '__multivariate_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_17', 'ga_generation_2_nn_26.keras', 'ga_generation_1_nn_17.keras', '0.9797979797979798', '__uniform_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_18', 'ga_generation_2_nn_26.keras', 'ga_generation_1_nn_17.keras', '0.9797979797979798', '__uniform_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_19', 'ga_generation_2_nn_22.keras', 'ga_generation_2_nn_23.keras', '0.9797979797979798', '__average_crossover_and_flat_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_20', 'ga_generation_2_nn_22.keras', 'ga_generation_2_nn_23.keras', '0.9797979797979798', '__average_crossover_and_flat_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_21', 'ga_generation_1_nn_17.keras', 'ga_generation_2_nn_22.keras', '0.9797979797979798', '__one_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_22', 'ga_generation_1_nn_17.keras', 'ga_generation_2_nn_22.keras', '0.9797979797979798', '__one_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_23', 'ga_generation_2_nn_26.keras', 'ga_generation_2_nn_32.keras', '0.9797979797979798', '__one_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_24', 'ga_generation_2_nn_26.keras', 'ga_generation_2_nn_32.keras', '0.9797979797979798', '__one_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_25', 'ga_generation_2_nn_26.keras', 'ga_generation_1_nn_18.keras', '0.9797979797979798', '__uniform_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_26', 'ga_generation_2_nn_26.keras', 'ga_generation_1_nn_18.keras', '0.9797979797979798', '__uniform_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_27', 'ga_generation_2_nn_11.keras', 'ga_generation_2_nn_13.keras', '0.9797979797979798', '__uniform_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_28', 'ga_generation_2_nn_11.keras', 'ga_generation_2_nn_13.keras', '0.9797979797979798', '__uniform_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_29', 'ga_generation_2_nn_13.keras', 'ga_generation_2_nn_26.keras', '0.9797979797979798', '__multivariate_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_30', 'ga_generation_2_nn_13.keras', 'ga_generation_2_nn_26.keras', '0.9797979797979798', '__multivariate_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_31', 'ga_generation_2_nn_22.keras', 'ga_generation_2_nn_13.keras', '0.9797979797979798', '__average_crossover_and_flat_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_32', 'ga_generation_2_nn_22.keras', 'ga_generation_2_nn_13.keras', '0.9797979797979798', '__average_crossover_and_flat_crossover', '0.020202020202020204', 'None'
'ga_generation_4_nn_9', 'ga_generation_3_nn_29.keras', 'ga_generation_3_nn_12.keras', '0.9696969696969697', '__average_crossover_and_flat_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_10', 'ga_generation_3_nn_29.keras', 'ga_generation_3_nn_12.keras', '0.9696969696969697', '__average_crossover_and_flat_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_11', 'ga_generation_3_nn_25.keras', 'ga_generation_2_nn_11.keras', '0.9696969696969697', '__arithmetic_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_12', 'ga_generation_3_nn_25.keras', 'ga_generation_2_nn_11.keras', '0.9696969696969697', '__arithmetic_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_13', 'ga_generation_3_nn_12.keras', 'ga_generation_3_nn_24.keras', '0.9696969696969697', '__one_point_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_14', 'ga_generation_3_nn_12.keras', 'ga_generation_3_nn_24.keras', '0.9696969696969697', '__one_point_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_15', 'ga_generation_3_nn_24.keras', 'ga_generation_3_nn_26.keras', '0.9696969696969697', '__average_crossover_and_flat_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_16', 'ga_generation_3_nn_24.keras', 'ga_generation_3_nn_26.keras', '0.9696969696969697', '__average_crossover_and_flat_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_17', 'ga_generation_3_nn_12.keras', 'ga_generation_2_nn_26.keras', '0.9696969696969697', '__linear_recombination_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_18', 'ga_generation_3_nn_12.keras', 'ga_generation_2_nn_26.keras', '0.9696969696969697', '__linear_recombination_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_19', 'ga_generation_2_nn_11.keras', 'ga_generation_3_nn_29.keras', '0.9696969696969697', '__arithmetic_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_20', 'ga_generation_2_nn_11.keras', 'ga_generation_3_nn_29.keras', '0.9696969696969697', '__arithmetic_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_21', 'ga_generation_3_nn_22.keras', 'ga_generation_3_nn_26.keras', '0.9696969696969697', '__uniform_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_22', 'ga_generation_3_nn_22.keras', 'ga_generation_3_nn_26.keras', '0.9696969696969697', '__uniform_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_23', 'ga_generation_3_nn_26.keras', 'ga_generation_3_nn_24.keras', '0.9696969696969697', '__arithmetic_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_24', 'ga_generation_3_nn_26.keras', 'ga_generation_3_nn_24.keras', '0.9696969696969697', '__arithmetic_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_25', 'ga_generation_2_nn_26.keras', 'ga_generation_3_nn_29.keras', '0.9696969696969697', 'None', '0.030303030303030304', 'None'
'ga_generation_4_nn_26', 'ga_generation_2_nn_26.keras', 'ga_generation_3_nn_29.keras', '0.9696969696969697', 'None', '0.030303030303030304', 'None'
'ga_generation_4_nn_27', 'ga_generation_3_nn_24.keras', 'ga_generation_3_nn_26.keras', '0.9696969696969697', '__linear_recombination_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_28', 'ga_generation_3_nn_24.keras', 'ga_generation_3_nn_26.keras', '0.9696969696969697', '__linear_recombination_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_29', 'ga_generation_2_nn_26.keras', 'ga_generation_3_nn_29.keras', '0.9696969696969697', '__arithmetic_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_30', 'ga_generation_2_nn_26.keras', 'ga_generation_3_nn_29.keras', '0.9696969696969697', '__arithmetic_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_31', 'ga_generation_3_nn_29.keras', 'ga_generation_3_nn_24.keras', '0.9696969696969697', '__multivariate_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_32', 'ga_generation_3_nn_29.keras', 'ga_generation_3_nn_24.keras', '0.9696969696969697', '__multivariate_crossover', '0.030303030303030304', 'None'
'ga_generation_5_nn_9', 'ga_generation_4_nn_28.keras', 'ga_generation_4_nn_30.keras', '0.9595959595959596', '__one_point_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_10', 'ga_generation_4_nn_28.keras', 'ga_generation_4_nn_30.keras', '0.9595959595959596', '__one_point_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_11', 'ga_generation_4_nn_28.keras', 'ga_generation_4_nn_12.keras', '0.9595959595959596', '__linear_recombination_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_12', 'ga_generation_4_nn_28.keras', 'ga_generation_4_nn_12.keras', '0.9595959595959596', '__linear_recombination_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_13', 'ga_generation_2_nn_11.keras', 'ga_generation_4_nn_27.keras', '0.9595959595959596', '__one_point_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_14', 'ga_generation_2_nn_11.keras', 'ga_generation_4_nn_27.keras', '0.9595959595959596', '__one_point_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_15', 'ga_generation_3_nn_26.keras', 'ga_generation_4_nn_30.keras', '0.9595959595959596', '__arithmetic_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_16', 'ga_generation_3_nn_26.keras', 'ga_generation_4_nn_30.keras', '0.9595959595959596', '__arithmetic_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_17', 'ga_generation_4_nn_27.keras', 'ga_generation_4_nn_28.keras', '0.9595959595959596', '__average_crossover_and_flat_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_18', 'ga_generation_4_nn_27.keras', 'ga_generation_4_nn_28.keras', '0.9595959595959596', '__average_crossover_and_flat_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_19', 'ga_generation_4_nn_18.keras', 'ga_generation_2_nn_11.keras', '0.9595959595959596', '__multi_point_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_20', 'ga_generation_4_nn_18.keras', 'ga_generation_2_nn_11.keras', '0.9595959595959596', '__multi_point_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_21', 'ga_generation_4_nn_12.keras', 'ga_generation_4_nn_28.keras', '0.9595959595959596', '__linear_recombination_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_22', 'ga_generation_4_nn_12.keras', 'ga_generation_4_nn_28.keras', '0.9595959595959596', '__linear_recombination_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_23', 'ga_generation_4_nn_27.keras', 'ga_generation_4_nn_28.keras', '0.9595959595959596', '__multivariate_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_24', 'ga_generation_4_nn_27.keras', 'ga_generation_4_nn_28.keras', '0.9595959595959596', '__multivariate_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_25', 'ga_generation_4_nn_27.keras', 'ga_generation_4_nn_30.keras', '0.9595959595959596', '__one_point_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_26', 'ga_generation_4_nn_27.keras', 'ga_generation_4_nn_30.keras', '0.9595959595959596', '__one_point_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_27', 'ga_generation_2_nn_11.keras', 'ga_generation_4_nn_27.keras', '0.9595959595959596', '__arithmetic_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_28', 'ga_generation_2_nn_11.keras', 'ga_generation_4_nn_27.keras', '0.9595959595959596', '__arithmetic_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_29', 'ga_generation_4_nn_28.keras', 'ga_generation_4_nn_30.keras', '0.9595959595959596', '__multivariate_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_30', 'ga_generation_4_nn_28.keras', 'ga_generation_4_nn_30.keras', '0.9595959595959596', '__multivariate_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_31', 'ga_generation_4_nn_28.keras', 'ga_generation_4_nn_12.keras', '0.9595959595959596', '__linear_recombination_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_32', 'ga_generation_4_nn_28.keras', 'ga_generation_4_nn_12.keras', '0.9595959595959596', '__linear_recombination_crossover', '0.04040404040404041', 'None'
'ga_generation_6_nn_9', 'ga_generation_5_nn_19.keras', 'ga_generation_5_nn_32.keras', '0.9494949494949495', '__uniform_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_10', 'ga_generation_5_nn_19.keras', 'ga_generation_5_nn_32.keras', '0.9494949494949495', '__uniform_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_11', 'ga_generation_4_nn_27.keras', 'ga_generation_5_nn_32.keras', '0.9494949494949495', '__multivariate_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_12', 'ga_generation_4_nn_27.keras', 'ga_generation_5_nn_32.keras', '0.9494949494949495', '__multivariate_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_13', 'ga_generation_5_nn_25.keras', 'ga_generation_2_nn_11.keras', '0.9494949494949495', '__average_crossover_and_flat_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_14', 'ga_generation_5_nn_25.keras', 'ga_generation_2_nn_11.keras', '0.9494949494949495', '__average_crossover_and_flat_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_15', 'ga_generation_5_nn_32.keras', 'ga_generation_5_nn_24.keras', '0.9494949494949495', '__linear_recombination_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_16', 'ga_generation_5_nn_32.keras', 'ga_generation_5_nn_24.keras', '0.9494949494949495', '__linear_recombination_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_17', 'ga_generation_5_nn_24.keras', 'ga_generation_5_nn_25.keras', '0.9494949494949495', '__one_point_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_18', 'ga_generation_5_nn_24.keras', 'ga_generation_5_nn_25.keras', '0.9494949494949495', '__one_point_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_19', 'ga_generation_2_nn_11.keras', 'ga_generation_5_nn_13.keras', '0.9494949494949495', '__multivariate_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_20', 'ga_generation_2_nn_11.keras', 'ga_generation_5_nn_13.keras', '0.9494949494949495', '__multivariate_crossover', '0.050505050505050504', '__displacement_mutation'
'ga_generation_6_nn_21', 'ga_generation_5_nn_24.keras', 'ga_generation_5_nn_13.keras', '0.9494949494949495', '__one_point_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_22', 'ga_generation_5_nn_24.keras', 'ga_generation_5_nn_13.keras', '0.9494949494949495', '__one_point_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_23', 'ga_generation_4_nn_27.keras', 'ga_generation_5_nn_24.keras', '0.9494949494949495', '__one_point_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_24', 'ga_generation_4_nn_27.keras', 'ga_generation_5_nn_24.keras', '0.9494949494949495', '__one_point_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_25', 'ga_generation_5_nn_24.keras', 'ga_generation_4_nn_27.keras', '0.9494949494949495', '__arithmetic_crossover', '0.050505050505050504', '__inversion_mutation'
'ga_generation_6_nn_26', 'ga_generation_5_nn_24.keras', 'ga_generation_4_nn_27.keras', '0.9494949494949495', '__arithmetic_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_27', 'ga_generation_5_nn_25.keras', 'ga_generation_5_nn_32.keras', '0.9494949494949495', '__uniform_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_28', 'ga_generation_5_nn_25.keras', 'ga_generation_5_nn_32.keras', '0.9494949494949495', '__uniform_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_29', 'ga_generation_5_nn_24.keras', 'ga_generation_5_nn_22.keras', '0.9494949494949495', '__arithmetic_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_30', 'ga_generation_5_nn_24.keras', 'ga_generation_5_nn_22.keras', '0.9494949494949495', '__arithmetic_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_31', 'ga_generation_5_nn_25.keras', 'ga_generation_5_nn_24.keras', '0.9494949494949495', '__one_point_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_32', 'ga_generation_5_nn_25.keras', 'ga_generation_5_nn_24.keras', '0.9494949494949495', '__one_point_crossover', '0.050505050505050504', 'None'
'ga_generation_7_nn_9', 'ga_generation_6_nn_26.keras', 'ga_generation_6_nn_11.keras', '0.9393939393939394', '__multivariate_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_10', 'ga_generation_6_nn_26.keras', 'ga_generation_6_nn_11.keras', '0.9393939393939394', '__multivariate_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_11', 'ga_generation_6_nn_13.keras', 'ga_generation_6_nn_17.keras', '0.9393939393939394', '__uniform_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_12', 'ga_generation_6_nn_13.keras', 'ga_generation_6_nn_17.keras', '0.9393939393939394', '__uniform_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_13', 'ga_generation_6_nn_26.keras', 'ga_generation_5_nn_19.keras', '0.9393939393939394', '__linear_recombination_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_14', 'ga_generation_6_nn_26.keras', 'ga_generation_5_nn_19.keras', '0.9393939393939394', '__linear_recombination_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_15', 'ga_generation_6_nn_13.keras', 'ga_generation_6_nn_16.keras', '0.9393939393939394', '__uniform_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_16', 'ga_generation_6_nn_13.keras', 'ga_generation_6_nn_16.keras', '0.9393939393939394', '__uniform_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_17', 'ga_generation_6_nn_13.keras', 'ga_generation_6_nn_18.keras', '0.9393939393939394', '__average_crossover_and_flat_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_18', 'ga_generation_6_nn_13.keras', 'ga_generation_6_nn_18.keras', '0.9393939393939394', '__average_crossover_and_flat_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_19', 'ga_generation_5_nn_19.keras', 'ga_generation_6_nn_17.keras', '0.9393939393939394', '__one_point_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_20', 'ga_generation_5_nn_19.keras', 'ga_generation_6_nn_17.keras', '0.9393939393939394', '__one_point_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_21', 'ga_generation_5_nn_19.keras', 'ga_generation_6_nn_18.keras', '0.9393939393939394', '__average_crossover_and_flat_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_22', 'ga_generation_5_nn_19.keras', 'ga_generation_6_nn_18.keras', '0.9393939393939394', '__average_crossover_and_flat_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_23', 'ga_generation_6_nn_26.keras', 'ga_generation_6_nn_18.keras', '0.9393939393939394', '__one_point_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_24', 'ga_generation_6_nn_26.keras', 'ga_generation_6_nn_18.keras', '0.9393939393939394', '__one_point_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_25', 'ga_generation_6_nn_13.keras', 'ga_generation_6_nn_32.keras', '0.9393939393939394', '__multivariate_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_26', 'ga_generation_6_nn_13.keras', 'ga_generation_6_nn_32.keras', '0.9393939393939394', '__multivariate_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_27', 'ga_generation_6_nn_11.keras', 'ga_generation_6_nn_13.keras', '0.9393939393939394', '__average_crossover_and_flat_crossover', '0.06060606060606061', 'None'
