Model name,Parent model 1,Parent model 2,Crossover ratio,Crossover function,Mutation ratio,Mutation function
'ga_generation_18_nn_12', 'ga_generation_17_nn_24.keras', 'ga_generation_16_nn_15.keras', '0.8282828282828283', '__average_crossover_and_flat_crossover', '0.1717171717171717', 'None'
'ga_generation_18_nn_13', 'ga_generation_17_nn_20.keras', 'ga_generation_17_nn_30.keras', '0.8282828282828283', '__multi_point_crossover', '0.1717171717171717', 'None'
'ga_generation_18_nn_14', 'ga_generation_17_nn_20.keras', 'ga_generation_17_nn_30.keras', '0.8282828282828283', '__multi_point_crossover', '0.1717171717171717', 'None'
'ga_generation_18_nn_15', 'ga_generation_17_nn_20.keras', 'ga_generation_17_nn_14.keras', '0.8282828282828283', 'None', '0.1717171717171717', 'None'
'ga_generation_18_nn_16', 'ga_generation_17_nn_20.keras', 'ga_generation_17_nn_14.keras', '0.8282828282828283', 'None', '0.1717171717171717', 'None'
'ga_generation_18_nn_17', 'ga_generation_17_nn_22.keras', 'ga_generation_17_nn_18.keras', '0.8282828282828283', '__average_crossover_and_flat_crossover', '0.1717171717171717', 'None'
'ga_generation_18_nn_18', 'ga_generation_17_nn_22.keras', 'ga_generation_17_nn_18.keras', '0.8282828282828283', '__average_crossover_and_flat_crossover', '0.1717171717171717', 'None'
'ga_generation_18_nn_19', 'ga_generation_17_nn_20.keras', 'ga_generation_17_nn_30.keras', '0.8282828282828283', '__multi_point_crossover', '0.1717171717171717', 'None'
'ga_generation_18_nn_20', 'ga_generation_17_nn_20.keras', 'ga_generation_17_nn_30.keras', '0.8282828282828283', '__multi_point_crossover', '0.1717171717171717', 'None'
'ga_generation_18_nn_21', 'ga_generation_17_nn_30.keras', 'ga_generation_17_nn_24.keras', '0.8282828282828283', 'None', '0.1717171717171717', 'None'
'ga_generation_18_nn_22', 'ga_generation_17_nn_30.keras', 'ga_generation_17_nn_24.keras', '0.8282828282828283', 'None', '0.1717171717171717', 'None'
'ga_generation_18_nn_23', 'ga_generation_17_nn_24.keras', 'ga_generation_17_nn_30.keras', '0.8282828282828283', '__arithmetic_crossover', '0.1717171717171717', 'None'
'ga_generation_18_nn_24', 'ga_generation_17_nn_24.keras', 'ga_generation_17_nn_30.keras', '0.8282828282828283', '__arithmetic_crossover', '0.1717171717171717', 'None'
'ga_generation_18_nn_25', 'ga_generation_17_nn_20.keras', 'ga_generation_17_nn_22.keras', '0.8282828282828283', '__uniform_crossover', '0.1717171717171717', '__displacement_inversion_mutation'
'ga_generation_18_nn_26', 'ga_generation_17_nn_20.keras', 'ga_generation_17_nn_22.keras', '0.8282828282828283', '__uniform_crossover', '0.1717171717171717', 'None'
'ga_generation_18_nn_27', 'ga_generation_17_nn_24.keras', 'ga_generation_17_nn_14.keras', '0.8282828282828283', '__average_crossover_and_flat_crossover', '0.1717171717171717', 'None'
'ga_generation_18_nn_28', 'ga_generation_17_nn_24.keras', 'ga_generation_17_nn_14.keras', '0.8282828282828283', '__average_crossover_and_flat_crossover', '0.1717171717171717', 'None'
'ga_generation_18_nn_29', 'ga_generation_17_nn_14.keras', 'ga_generation_17_nn_20.keras', '0.8282828282828283', '__arithmetic_crossover', '0.1717171717171717', 'None'
'ga_generation_18_nn_30', 'ga_generation_17_nn_14.keras', 'ga_generation_17_nn_20.keras', '0.8282828282828283', '__arithmetic_crossover', '0.1717171717171717', 'None'
'ga_generation_18_nn_31', 'ga_generation_17_nn_24.keras', 'ga_generation_16_nn_15.keras', '0.8282828282828283', '__linear_recombination_crossover', '0.1717171717171717', '__swap_mutation'
'ga_generation_18_nn_32', 'ga_generation_17_nn_24.keras', 'ga_generation_16_nn_15.keras', '0.8282828282828283', '__linear_recombination_crossover', '0.1717171717171717', 'None'
'ga_generation_19_nn_9', 'ga_generation_18_nn_27.keras', 'ga_generation_18_nn_19.keras', '0.8181818181818181', '__average_crossover_and_flat_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_10', 'ga_generation_18_nn_27.keras', 'ga_generation_18_nn_19.keras', '0.8181818181818181', '__average_crossover_and_flat_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_11', 'ga_generation_18_nn_22.keras', 'ga_generation_18_nn_25.keras', '0.8181818181818181', '__linear_recombination_crossover', '0.18181818181818182', '__swap_mutation'
'ga_generation_19_nn_12', 'ga_generation_18_nn_22.keras', 'ga_generation_18_nn_25.keras', '0.8181818181818181', '__linear_recombination_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_13', 'ga_generation_18_nn_17.keras', 'ga_generation_17_nn_30.keras', '0.8181818181818181', '__multi_point_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_14', 'ga_generation_18_nn_17.keras', 'ga_generation_17_nn_30.keras', '0.8181818181818181', '__multi_point_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_15', 'ga_generation_18_nn_14.keras', 'ga_generation_18_nn_19.keras', '0.8181818181818181', 'None', '0.18181818181818182', 'None'
'ga_generation_19_nn_16', 'ga_generation_18_nn_14.keras', 'ga_generation_18_nn_19.keras', '0.8181818181818181', 'None', '0.18181818181818182', 'None'
'ga_generation_19_nn_17', 'ga_generation_17_nn_30.keras', 'ga_generation_18_nn_22.keras', '0.8181818181818181', '__arithmetic_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_18', 'ga_generation_17_nn_30.keras', 'ga_generation_18_nn_22.keras', '0.8181818181818181', '__arithmetic_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_19', 'ga_generation_18_nn_17.keras', 'ga_generation_18_nn_27.keras', '0.8181818181818181', '__arithmetic_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_20', 'ga_generation_18_nn_17.keras', 'ga_generation_18_nn_27.keras', '0.8181818181818181', '__arithmetic_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_21', 'ga_generation_18_nn_22.keras', 'ga_generation_18_nn_17.keras', '0.8181818181818181', '__uniform_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_22', 'ga_generation_18_nn_22.keras', 'ga_generation_18_nn_17.keras', '0.8181818181818181', '__uniform_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_23', 'ga_generation_18_nn_19.keras', 'ga_generation_18_nn_22.keras', '0.8181818181818181', '__multivariate_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_24', 'ga_generation_18_nn_19.keras', 'ga_generation_18_nn_22.keras', '0.8181818181818181', '__multivariate_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_25', 'ga_generation_18_nn_27.keras', 'ga_generation_18_nn_14.keras', '0.8181818181818181', 'None', '0.18181818181818182', 'None'
'ga_generation_19_nn_26', 'ga_generation_18_nn_27.keras', 'ga_generation_18_nn_14.keras', '0.8181818181818181', 'None', '0.18181818181818182', 'None'
'ga_generation_19_nn_27', 'ga_generation_17_nn_30.keras', 'ga_generation_18_nn_25.keras', '0.8181818181818181', '__linear_recombination_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_28', 'ga_generation_17_nn_30.keras', 'ga_generation_18_nn_25.keras', '0.8181818181818181', '__linear_recombination_crossover', '0.18181818181818182', '__inversion_mutation'
'ga_generation_19_nn_29', 'ga_generation_18_nn_19.keras', 'ga_generation_18_nn_27.keras', '0.8181818181818181', '__uniform_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_30', 'ga_generation_18_nn_19.keras', 'ga_generation_18_nn_27.keras', '0.8181818181818181', '__uniform_crossover', '0.18181818181818182', '__displacement_mutation'
'ga_generation_19_nn_31', 'ga_generation_18_nn_27.keras', 'ga_generation_17_nn_30.keras', '0.8181818181818181', '__average_crossover_and_flat_crossover', '0.18181818181818182', 'None'
'ga_generation_19_nn_32', 'ga_generation_18_nn_27.keras', 'ga_generation_17_nn_30.keras', '0.8181818181818181', '__average_crossover_and_flat_crossover', '0.18181818181818182', 'None'
'ga_generation_20_nn_9', 'ga_generation_18_nn_20.keras', 'ga_generation_19_nn_9.keras', '0.8080808080808081', '__multivariate_crossover', '0.1919191919191919', 'None'
'ga_generation_20_nn_10', 'ga_generation_18_nn_20.keras', 'ga_generation_19_nn_9.keras', '0.8080808080808081', '__multivariate_crossover', '0.1919191919191919', '__displacement_inversion_mutation'
'ga_generation_20_nn_11', 'ga_generation_18_nn_19.keras', 'ga_generation_18_nn_20.keras', '0.8080808080808081', '__one_point_crossover', '0.1919191919191919', 'None'
'ga_generation_20_nn_12', 'ga_generation_18_nn_19.keras', 'ga_generation_18_nn_20.keras', '0.8080808080808081', '__one_point_crossover', '0.1919191919191919', 'None'
'ga_generation_20_nn_13', 'ga_generation_19_nn_22.keras', 'ga_generation_18_nn_19.keras', '0.8080808080808081', '__one_point_crossover', '0.1919191919191919', '__displacement_inversion_mutation'
'ga_generation_20_nn_14', 'ga_generation_19_nn_22.keras', 'ga_generation_18_nn_19.keras', '0.8080808080808081', '__one_point_crossover', '0.1919191919191919', 'None'
'ga_generation_20_nn_15', 'ga_generation_19_nn_16.keras', 'ga_generation_19_nn_19.keras', '0.8080808080808081', '__linear_recombination_crossover', '0.1919191919191919', 'None'
'ga_generation_20_nn_16', 'ga_generation_19_nn_16.keras', 'ga_generation_19_nn_19.keras', '0.8080808080808081', '__linear_recombination_crossover', '0.1919191919191919', '__random_resetting_mutation'
'ga_generation_20_nn_17', 'ga_generation_19_nn_16.keras', 'ga_generation_19_nn_27.keras', '0.8080808080808081', '__linear_recombination_crossover', '0.1919191919191919', 'None'
'ga_generation_20_nn_18', 'ga_generation_19_nn_16.keras', 'ga_generation_19_nn_27.keras', '0.8080808080808081', '__linear_recombination_crossover', '0.1919191919191919', 'None'
'ga_generation_20_nn_19', 'ga_generation_18_nn_19.keras', 'ga_generation_19_nn_27.keras', '0.8080808080808081', 'None', '0.1919191919191919', 'None'
'ga_generation_20_nn_20', 'ga_generation_18_nn_19.keras', 'ga_generation_19_nn_27.keras', '0.8080808080808081', 'None', '0.1919191919191919', '__displacement_mutation'
'ga_generation_20_nn_21', 'ga_generation_18_nn_20.keras', 'ga_generation_19_nn_19.keras', '0.8080808080808081', '__uniform_crossover', '0.1919191919191919', 'None'
'ga_generation_20_nn_22', 'ga_generation_18_nn_20.keras', 'ga_generation_19_nn_19.keras', '0.8080808080808081', '__uniform_crossover', '0.1919191919191919', 'None'
'ga_generation_20_nn_23', 'ga_generation_19_nn_9.keras', 'ga_generation_19_nn_25.keras', '0.8080808080808081', '__multivariate_crossover', '0.1919191919191919', '__partial_shuffle_mutation'
'ga_generation_20_nn_24', 'ga_generation_19_nn_9.keras', 'ga_generation_19_nn_25.keras', '0.8080808080808081', '__multivariate_crossover', '0.1919191919191919', '__swap_mutation'
'ga_generation_20_nn_25', 'ga_generation_19_nn_22.keras', 'ga_generation_18_nn_20.keras', '0.8080808080808081', '__multivariate_crossover', '0.1919191919191919', '__random_resetting_mutation'
'ga_generation_20_nn_26', 'ga_generation_19_nn_22.keras', 'ga_generation_18_nn_20.keras', '0.8080808080808081', '__multivariate_crossover', '0.1919191919191919', 'None'
'ga_generation_20_nn_27', 'ga_generation_19_nn_27.keras', 'ga_generation_18_nn_19.keras', '0.8080808080808081', '__uniform_crossover', '0.1919191919191919', 'None'
'ga_generation_20_nn_28', 'ga_generation_19_nn_27.keras', 'ga_generation_18_nn_19.keras', '0.8080808080808081', '__uniform_crossover', '0.1919191919191919', 'None'
'ga_generation_20_nn_29', 'ga_generation_19_nn_25.keras', 'ga_generation_18_nn_19.keras', '0.8080808080808081', '__multi_point_crossover', '0.1919191919191919', 'None'
'ga_generation_20_nn_30', 'ga_generation_19_nn_25.keras', 'ga_generation_18_nn_19.keras', '0.8080808080808081', '__multi_point_crossover', '0.1919191919191919', 'None'
'ga_generation_20_nn_31', 'ga_generation_18_nn_19.keras', 'ga_generation_18_nn_20.keras', '0.8080808080808081', '__arithmetic_crossover', '0.1919191919191919', 'None'
'ga_generation_20_nn_32', 'ga_generation_18_nn_19.keras', 'ga_generation_18_nn_20.keras', '0.8080808080808081', '__arithmetic_crossover', '0.1919191919191919', 'None'
'ga_generation_21_nn_9', 'ga_generation_20_nn_28.keras', 'ga_generation_20_nn_21.keras', '0.797979797979798', 'None', '0.20202020202020202', '__random_resetting_mutation'
'ga_generation_21_nn_10', 'ga_generation_20_nn_28.keras', 'ga_generation_20_nn_21.keras', '0.797979797979798', 'None', '0.20202020202020202', '__displacement_inversion_mutation'
'ga_generation_21_nn_11', 'ga_generation_20_nn_30.keras', 'ga_generation_20_nn_11.keras', '0.797979797979798', 'None', '0.20202020202020202', 'None'
'ga_generation_21_nn_12', 'ga_generation_20_nn_30.keras', 'ga_generation_20_nn_11.keras', '0.797979797979798', 'None', '0.20202020202020202', 'None'
'ga_generation_21_nn_13', 'ga_generation_20_nn_21.keras', 'ga_generation_19_nn_9.keras', '0.797979797979798', '__average_crossover_and_flat_crossover', '0.20202020202020202', 'None'
'ga_generation_21_nn_14', 'ga_generation_20_nn_21.keras', 'ga_generation_19_nn_9.keras', '0.797979797979798', '__average_crossover_and_flat_crossover', '0.20202020202020202', '__swap_mutation'
'ga_generation_21_nn_15', 'ga_generation_20_nn_11.keras', 'ga_generation_20_nn_13.keras', '0.797979797979798', '__multivariate_crossover', '0.20202020202020202', '__partial_shuffle_mutation'
'ga_generation_21_nn_16', 'ga_generation_20_nn_11.keras', 'ga_generation_20_nn_13.keras', '0.797979797979798', '__multivariate_crossover', '0.20202020202020202', 'None'
'ga_generation_21_nn_17', 'ga_generation_20_nn_30.keras', 'ga_generation_20_nn_27.keras', '0.797979797979798', '__uniform_crossover', '0.20202020202020202', 'None'
'ga_generation_21_nn_18', 'ga_generation_20_nn_30.keras', 'ga_generation_20_nn_27.keras', '0.797979797979798', '__uniform_crossover', '0.20202020202020202', '__random_resetting_mutation'
'ga_generation_21_nn_19', 'ga_generation_20_nn_10.keras', 'ga_generation_20_nn_13.keras', '0.797979797979798', '__uniform_crossover', '0.20202020202020202', 'None'
'ga_generation_21_nn_20', 'ga_generation_20_nn_10.keras', 'ga_generation_20_nn_13.keras', '0.797979797979798', '__uniform_crossover', '0.20202020202020202', 'None'
'ga_generation_21_nn_21', 'ga_generation_20_nn_10.keras', 'ga_generation_20_nn_21.keras', '0.797979797979798', 'None', '0.20202020202020202', 'None'
'ga_generation_21_nn_22', 'ga_generation_20_nn_10.keras', 'ga_generation_20_nn_21.keras', '0.797979797979798', 'None', '0.20202020202020202', 'None'
'ga_generation_21_nn_23', 'ga_generation_20_nn_30.keras', 'ga_generation_20_nn_10.keras', '0.797979797979798', '__multi_point_crossover', '0.20202020202020202', 'None'
'ga_generation_21_nn_24', 'ga_generation_20_nn_30.keras', 'ga_generation_20_nn_10.keras', '0.797979797979798', '__multi_point_crossover', '0.20202020202020202', 'None'
'ga_generation_21_nn_25', 'ga_generation_20_nn_11.keras', 'ga_generation_20_nn_28.keras', '0.797979797979798', '__multivariate_crossover', '0.20202020202020202', 'None'
'ga_generation_21_nn_26', 'ga_generation_20_nn_11.keras', 'ga_generation_20_nn_28.keras', '0.797979797979798', '__multivariate_crossover', '0.20202020202020202', '__displacement_mutation'
'ga_generation_21_nn_27', 'ga_generation_20_nn_28.keras', 'ga_generation_20_nn_21.keras', '0.797979797979798', '__average_crossover_and_flat_crossover', '0.20202020202020202', 'None'
'ga_generation_21_nn_28', 'ga_generation_20_nn_28.keras', 'ga_generation_20_nn_21.keras', '0.797979797979798', '__average_crossover_and_flat_crossover', '0.20202020202020202', '__inversion_mutation'
'ga_generation_21_nn_29', 'ga_generation_19_nn_9.keras', 'ga_generation_20_nn_27.keras', '0.797979797979798', '__linear_recombination_crossover', '0.20202020202020202', '__swap_mutation'
'ga_generation_21_nn_30', 'ga_generation_19_nn_9.keras', 'ga_generation_20_nn_27.keras', '0.797979797979798', '__linear_recombination_crossover', '0.20202020202020202', 'None'
'ga_generation_21_nn_31', 'ga_generation_20_nn_10.keras', 'ga_generation_20_nn_28.keras', '0.797979797979798', '__multivariate_crossover', '0.20202020202020202', '__partial_shuffle_mutation'
'ga_generation_21_nn_32', 'ga_generation_20_nn_10.keras', 'ga_generation_20_nn_28.keras', '0.797979797979798', '__multivariate_crossover', '0.20202020202020202', '__displacement_inversion_mutation'
'ga_generation_22_nn_9', 'ga_generation_21_nn_32.keras', 'ga_generation_21_nn_26.keras', '0.7878787878787878', '__arithmetic_crossover', '0.21212121212121213', 'None'
'ga_generation_22_nn_10', 'ga_generation_21_nn_32.keras', 'ga_generation_21_nn_26.keras', '0.7878787878787878', '__arithmetic_crossover', '0.21212121212121213', 'None'
'ga_generation_22_nn_11', 'ga_generation_21_nn_26.keras', 'ga_generation_21_nn_19.keras', '0.7878787878787878', '__multivariate_crossover', '0.21212121212121213', '__partial_shuffle_mutation'
'ga_generation_22_nn_12', 'ga_generation_21_nn_26.keras', 'ga_generation_21_nn_19.keras', '0.7878787878787878', '__multivariate_crossover', '0.21212121212121213', 'None'
'ga_generation_22_nn_13', 'ga_generation_21_nn_19.keras', 'ga_generation_20_nn_30.keras', '0.7878787878787878', 'None', '0.21212121212121213', 'None'
'ga_generation_22_nn_14', 'ga_generation_21_nn_19.keras', 'ga_generation_20_nn_30.keras', '0.7878787878787878', 'None', '0.21212121212121213', 'None'
'ga_generation_22_nn_15', 'ga_generation_21_nn_30.keras', 'ga_generation_21_nn_9.keras', '0.7878787878787878', 'None', '0.21212121212121213', '__displacement_inversion_mutation'
'ga_generation_22_nn_16', 'ga_generation_21_nn_30.keras', 'ga_generation_21_nn_9.keras', '0.7878787878787878', 'None', '0.21212121212121213', 'None'
'ga_generation_22_nn_17', 'ga_generation_21_nn_32.keras', 'ga_generation_21_nn_19.keras', '0.7878787878787878', '__one_point_crossover', '0.21212121212121213', '__partial_shuffle_mutation'
'ga_generation_22_nn_18', 'ga_generation_21_nn_32.keras', 'ga_generation_21_nn_19.keras', '0.7878787878787878', '__one_point_crossover', '0.21212121212121213', 'None'
'ga_generation_22_nn_19', 'ga_generation_21_nn_19.keras', 'ga_generation_20_nn_30.keras', '0.7878787878787878', 'None', '0.21212121212121213', 'None'
'ga_generation_22_nn_20', 'ga_generation_21_nn_19.keras', 'ga_generation_20_nn_30.keras', '0.7878787878787878', 'None', '0.21212121212121213', 'None'
'ga_generation_22_nn_21', 'ga_generation_21_nn_9.keras', 'ga_generation_21_nn_19.keras', '0.7878787878787878', 'None', '0.21212121212121213', '__random_resetting_mutation'
'ga_generation_22_nn_22', 'ga_generation_21_nn_9.keras', 'ga_generation_21_nn_19.keras', '0.7878787878787878', 'None', '0.21212121212121213', '__displacement_mutation'
'ga_generation_22_nn_23', 'ga_generation_19_nn_9.keras', 'ga_generation_20_nn_30.keras', '0.7878787878787878', '__multi_point_crossover', '0.21212121212121213', 'None'
'ga_generation_22_nn_24', 'ga_generation_19_nn_9.keras', 'ga_generation_20_nn_30.keras', '0.7878787878787878', '__multi_point_crossover', '0.21212121212121213', '__displacement_mutation'
'ga_generation_22_nn_25', 'ga_generation_21_nn_32.keras', 'ga_generation_21_nn_19.keras', '0.7878787878787878', 'None', '0.21212121212121213', 'None'
'ga_generation_22_nn_26', 'ga_generation_21_nn_32.keras', 'ga_generation_21_nn_19.keras', '0.7878787878787878', 'None', '0.21212121212121213', 'None'
'ga_generation_22_nn_27', 'ga_generation_20_nn_30.keras', 'ga_generation_21_nn_9.keras', '0.7878787878787878', '__uniform_crossover', '0.21212121212121213', '__displacement_inversion_mutation'
'ga_generation_22_nn_28', 'ga_generation_20_nn_30.keras', 'ga_generation_21_nn_9.keras', '0.7878787878787878', '__uniform_crossover', '0.21212121212121213', 'None'
'ga_generation_22_nn_29', 'ga_generation_21_nn_13.keras', 'ga_generation_21_nn_32.keras', '0.7878787878787878', '__arithmetic_crossover', '0.21212121212121213', 'None'
'ga_generation_22_nn_30', 'ga_generation_21_nn_13.keras', 'ga_generation_21_nn_32.keras', '0.7878787878787878', '__arithmetic_crossover', '0.21212121212121213', 'None'
'ga_generation_22_nn_31', 'ga_generation_21_nn_26.keras', 'ga_generation_21_nn_32.keras', '0.7878787878787878', 'None', '0.21212121212121213', 'None'
'ga_generation_22_nn_32', 'ga_generation_21_nn_26.keras', 'ga_generation_21_nn_32.keras', '0.7878787878787878', 'None', '0.21212121212121213', 'None'
'ga_generation_23_nn_9', 'ga_generation_22_nn_13.keras', 'ga_generation_22_nn_24.keras', '0.7777777777777778', '__multi_point_crossover', '0.2222222222222222', 'None'
'ga_generation_23_nn_10', 'ga_generation_22_nn_13.keras', 'ga_generation_22_nn_24.keras', '0.7777777777777778', '__multi_point_crossover', '0.2222222222222222', '__displacement_mutation'
'ga_generation_23_nn_11', 'ga_generation_21_nn_32.keras', 'ga_generation_22_nn_19.keras', '0.7777777777777778', '__multivariate_crossover', '0.2222222222222222', 'None'
'ga_generation_23_nn_12', 'ga_generation_21_nn_32.keras', 'ga_generation_22_nn_19.keras', '0.7777777777777778', '__multivariate_crossover', '0.2222222222222222', 'None'
'ga_generation_23_nn_13', 'ga_generation_19_nn_9.keras', 'ga_generation_22_nn_24.keras', '0.7777777777777778', '__average_crossover_and_flat_crossover', '0.2222222222222222', 'None'
'ga_generation_23_nn_14', 'ga_generation_19_nn_9.keras', 'ga_generation_22_nn_24.keras', '0.7777777777777778', '__average_crossover_and_flat_crossover', '0.2222222222222222', 'None'
'ga_generation_23_nn_15', 'ga_generation_22_nn_24.keras', 'ga_generation_22_nn_14.keras', '0.7777777777777778', '__average_crossover_and_flat_crossover', '0.2222222222222222', 'None'
'ga_generation_23_nn_16', 'ga_generation_22_nn_24.keras', 'ga_generation_22_nn_14.keras', '0.7777777777777778', '__average_crossover_and_flat_crossover', '0.2222222222222222', '__displacement_inversion_mutation'
'ga_generation_23_nn_17', 'ga_generation_21_nn_32.keras', 'ga_generation_19_nn_9.keras', '0.7777777777777778', '__arithmetic_crossover', '0.2222222222222222', '__swap_mutation'
'ga_generation_23_nn_18', 'ga_generation_21_nn_32.keras', 'ga_generation_19_nn_9.keras', '0.7777777777777778', '__arithmetic_crossover', '0.2222222222222222', 'None'
'ga_generation_23_nn_19', 'ga_generation_19_nn_9.keras', 'ga_generation_22_nn_24.keras', '0.7777777777777778', '__multi_point_crossover', '0.2222222222222222', 'None'
'ga_generation_23_nn_20', 'ga_generation_19_nn_9.keras', 'ga_generation_22_nn_24.keras', '0.7777777777777778', '__multi_point_crossover', '0.2222222222222222', '__displacement_mutation'
'ga_generation_23_nn_21', 'ga_generation_21_nn_32.keras', 'ga_generation_22_nn_24.keras', '0.7777777777777778', 'None', '0.2222222222222222', 'None'
'ga_generation_23_nn_22', 'ga_generation_21_nn_32.keras', 'ga_generation_22_nn_24.keras', '0.7777777777777778', 'None', '0.2222222222222222', 'None'
'ga_generation_23_nn_23', 'ga_generation_22_nn_13.keras', 'ga_generation_22_nn_24.keras', '0.7777777777777778', '__average_crossover_and_flat_crossover', '0.2222222222222222', 'None'
'ga_generation_23_nn_24', 'ga_generation_22_nn_13.keras', 'ga_generation_22_nn_24.keras', '0.7777777777777778', '__average_crossover_and_flat_crossover', '0.2222222222222222', '__partial_shuffle_mutation'
'ga_generation_23_nn_25', 'ga_generation_22_nn_14.keras', 'ga_generation_21_nn_32.keras', '0.7777777777777778', 'None', '0.2222222222222222', '__swap_mutation'
'ga_generation_23_nn_26', 'ga_generation_22_nn_14.keras', 'ga_generation_21_nn_32.keras', '0.7777777777777778', 'None', '0.2222222222222222', 'None'
'ga_generation_23_nn_27', 'ga_generation_22_nn_19.keras', 'ga_generation_22_nn_24.keras', '0.7777777777777778', 'None', '0.2222222222222222', '__displacement_mutation'
'ga_generation_23_nn_28', 'ga_generation_22_nn_19.keras', 'ga_generation_22_nn_24.keras', '0.7777777777777778', 'None', '0.2222222222222222', 'None'
'ga_generation_23_nn_29', 'ga_generation_22_nn_24.keras', 'ga_generation_22_nn_13.keras', '0.7777777777777778', '__one_point_crossover', '0.2222222222222222', '__swap_mutation'
'ga_generation_23_nn_30', 'ga_generation_22_nn_24.keras', 'ga_generation_22_nn_13.keras', '0.7777777777777778', '__one_point_crossover', '0.2222222222222222', 'None'
'ga_generation_23_nn_31', 'ga_generation_22_nn_24.keras', 'ga_generation_21_nn_19.keras', '0.7777777777777778', '__arithmetic_crossover', '0.2222222222222222', 'None'
'ga_generation_23_nn_32', 'ga_generation_22_nn_24.keras', 'ga_generation_21_nn_19.keras', '0.7777777777777778', '__arithmetic_crossover', '0.2222222222222222', 'None'
'ga_generation_24_nn_9', 'ga_generation_23_nn_19.keras', 'ga_generation_23_nn_27.keras', '0.7676767676767677', '__multi_point_crossover', '0.23232323232323232', 'None'
'ga_generation_24_nn_10', 'ga_generation_23_nn_19.keras', 'ga_generation_23_nn_27.keras', '0.7676767676767677', '__multi_point_crossover', '0.23232323232323232', 'None'
'ga_generation_24_nn_11', 'ga_generation_23_nn_18.keras', 'ga_generation_21_nn_19.keras', '0.7676767676767677', '__uniform_crossover', '0.23232323232323232', 'None'
'ga_generation_24_nn_12', 'ga_generation_23_nn_18.keras', 'ga_generation_21_nn_19.keras', '0.7676767676767677', '__uniform_crossover', '0.23232323232323232', 'None'
'ga_generation_24_nn_13', 'ga_generation_21_nn_19.keras', 'ga_generation_23_nn_31.keras', '0.7676767676767677', '__average_crossover_and_flat_crossover', '0.23232323232323232', '__displacement_mutation'
'ga_generation_24_nn_14', 'ga_generation_21_nn_19.keras', 'ga_generation_23_nn_31.keras', '0.7676767676767677', '__average_crossover_and_flat_crossover', '0.23232323232323232', 'None'
'ga_generation_24_nn_15', 'ga_generation_23_nn_14.keras', 'ga_generation_23_nn_22.keras', '0.7676767676767677', '__multi_point_crossover', '0.23232323232323232', '__displacement_mutation'
'ga_generation_24_nn_16', 'ga_generation_23_nn_14.keras', 'ga_generation_23_nn_22.keras', '0.7676767676767677', '__multi_point_crossover', '0.23232323232323232', 'None'
'ga_generation_24_nn_17', 'ga_generation_23_nn_18.keras', 'ga_generation_23_nn_14.keras', '0.7676767676767677', '__multi_point_crossover', '0.23232323232323232', 'None'
'ga_generation_24_nn_18', 'ga_generation_23_nn_18.keras', 'ga_generation_23_nn_14.keras', '0.7676767676767677', '__multi_point_crossover', '0.23232323232323232', '__swap_mutation'
'ga_generation_24_nn_19', 'ga_generation_21_nn_19.keras', 'ga_generation_23_nn_18.keras', '0.7676767676767677', '__multi_point_crossover', '0.23232323232323232', 'None'
'ga_generation_24_nn_20', 'ga_generation_21_nn_19.keras', 'ga_generation_23_nn_18.keras', '0.7676767676767677', '__multi_point_crossover', '0.23232323232323232', 'None'
'ga_generation_24_nn_21', 'ga_generation_23_nn_18.keras', 'ga_generation_23_nn_14.keras', '0.7676767676767677', '__one_point_crossover', '0.23232323232323232', '__partial_shuffle_mutation'
'ga_generation_24_nn_22', 'ga_generation_23_nn_18.keras', 'ga_generation_23_nn_14.keras', '0.7676767676767677', '__one_point_crossover', '0.23232323232323232', '__swap_mutation'
'ga_generation_24_nn_23', 'ga_generation_21_nn_19.keras', 'ga_generation_23_nn_22.keras', '0.7676767676767677', '__uniform_crossover', '0.23232323232323232', 'None'
'ga_generation_24_nn_24', 'ga_generation_21_nn_19.keras', 'ga_generation_23_nn_22.keras', '0.7676767676767677', '__uniform_crossover', '0.23232323232323232', 'None'
'ga_generation_24_nn_25', 'ga_generation_23_nn_27.keras', 'ga_generation_23_nn_14.keras', '0.7676767676767677', '__multi_point_crossover', '0.23232323232323232', 'None'
'ga_generation_24_nn_26', 'ga_generation_23_nn_27.keras', 'ga_generation_23_nn_14.keras', '0.7676767676767677', '__multi_point_crossover', '0.23232323232323232', 'None'
'ga_generation_24_nn_27', 'ga_generation_21_nn_19.keras', 'ga_generation_23_nn_31.keras', '0.7676767676767677', 'None', '0.23232323232323232', 'None'
